word,start,end,probability
why,0.0,0.58,0.28237372636795044
do,0.58,1.06,0.41257244348526
the,1.06,1.4,0.6015971302986145
couriers,1.4,2.28,0.24670230969786644
are,2.28,2.62,0.6303595900535583
on,2.62,3.72,0.524085283279419
a,3.72,3.88,0.7499776482582092
courier?,3.88,4.22,0.7804671823978424
roll,10.48,11.5,0.03685702010989189
there's,14.860000000000001,15.88,0.4662261279299855
this,15.88,16.08,0.7708752155303955
thing,16.08,16.34,0.606107771396637
why,16.34,17.72,0.7792614102363586
the,17.72,19.26,0.09907874464988708
vr,19.26,19.8,0.5382163524627686
when,24.310000000000002,24.82,0.14733636379241943
one,24.82,25.24,0.07799623906612396
way,25.24,26.42,0.6708530783653259
boy,26.42,26.7,0.22886572778224945
to,26.7,28.54,0.01781352609395981
tom,45.44,46.48,0.022570114582777023
tom,46.48,47.9,0.6926046013832092
don't,52.34,53.38,0.49653877317905426
want,53.38,53.62,0.5158944725990295
more,53.62,54.14,0.4908948838710785
come,54.14,55.18,0.01973799616098404
on,55.18,56.0,0.9634371995925903
oh,56.0,56.2,0.002027587266638875
yes,56.7,57.52,0.4638825058937073
one,59.46,60.28,0.02449537254869938
one,60.28,60.8,0.3779890835285187
one,60.8,61.18,0.8173699975013733
there,61.18,63.56,0.12306061387062073
or,68.30000000000001,69.12,0.4753483235836029
right,70.4,71.22,0.21285153925418854
right,71.22,72.24,0.6614965796470642
right,72.24,73.06,0.6674892902374268
when,73.06,73.74,0.026595480740070343
don't,73.74,74.72,0.6231767758727074
want,74.72,74.86,0.1437338888645172
them,74.86,75.1,0.32424524426460266
right,76.24000000000001,77.06,0.0031900047324597836
potato,77.06,77.88,0.5171530246734619
potato,77.88,78.52,0.3993580937385559
