word,start,end,probability
the,4.34,5.02,0.10015549510717392
water,5.02,5.36,0.971830427646637
well,5.36,7.16,0.5592266917228699
let's,7.16,8.0,0.9484386146068573
see,8.0,8.28,0.9984703660011292
there's,8.28,9.98,0.9465088844299316
something,9.98,10.26,0.9980079531669617
has,10.26,10.62,0.9932286143302917
to,10.62,10.82,0.9998112320899963
be,10.82,11.06,0.99968421459198
where,11.06,11.32,0.9966326355934143
the,11.32,11.48,0.9996914863586426
water,11.48,11.84,0.9994680285453796
goes,11.84,12.02,0.9928014278411865
down,12.02,12.46,0.9997101426124573
over,12.46,13.32,0.9931142926216125
probably,13.32,14.14,0.1705646961927414
something,14.14,14.84,0.9987943172454834
that's,14.84,15.6,0.7251516729593277
uh,15.6,15.7,0.5420526266098022
or,15.7,17.48,0.5078009366989136
they,17.48,17.6,0.9955499172210693
don't,17.6,17.84,0.7365017086267471
have,17.84,18.02,0.9999301433563232
it,18.02,18.18,0.9981694221496582
open,18.18,18.52,0.9998095631599426
or,18.52,18.9,0.9961912631988525
something,18.9,20.24,0.9002791047096252
i,20.24,20.52,0.7835339307785034
don't,20.52,20.92,0.999934732913971
know,20.92,21.06,0.9999740123748779
what,21.06,21.34,0.9925764203071594
the,21.34,21.56,0.7221934199333191
when,21.56,21.96,0.18970154225826263
the,21.96,22.46,0.9890868663787842
water,22.46,22.74,0.9884870052337646
goes,22.74,22.92,0.8814366459846497
down,22.92,23.26,0.9971193075180054
what,23.26,23.5,0.3273223042488098
what,23.5,23.76,0.23351508378982544
do,23.76,23.94,0.9283613562583923
you,23.94,24.1,0.9920257925987244
call,24.1,24.38,0.962727427482605
it,24.38,24.58,0.3843367099761963
this,24.58,26.2,0.5516908764839172
here,26.2,26.46,0.4751335084438324
right,26.46,27.4,0.9449188709259033
here,27.4,27.7,0.9972021579742432
this,27.7,28.96,0.8264557719230652
what,28.96,29.32,0.8382096886634827
what,29.32,29.78,0.7736501097679138
do,29.78,29.94,0.9881412982940674
you,29.94,30.08,0.9965142607688904
call,30.08,30.34,0.7877355813980103
that,30.34,30.54,0.7382194399833679
what,30.54,31.32,0.9681751132011414
is,31.32,32.2,0.9985526204109192
that,32.2,32.36,0.8520253300666809
i,32.36,32.72,0.5637601017951965
don't,32.72,33.04,0.9990963339805603
know,33.04,33.18,0.9984515905380249
that's,33.18,33.56,0.9983983635902405
what,33.56,33.7,0.9996795654296875
i'm,33.7,33.9,0.9875919818878174
saying,33.9,34.16,0.9994877576828003
i,34.16,34.4,0.5578312873840332
i,34.4,34.58,0.860849142074585
don't,34.58,35.02,0.9996353387832642
know,35.02,35.2,0.9996711015701294
what,35.2,35.68,0.998889148235321
that,35.68,35.88,0.9996856451034546
is,35.88,36.24,0.9989880919456482
a,36.24,37.06,0.9710853099822998
pipe,37.06,37.46,0.9989627599716187
oh,37.46,37.84,0.9877062439918518
oh,37.84,38.18,0.9660549759864807
water,38.18,38.78,0.5732596516609192
pipe,38.78,39.24,0.9963908791542053
oh,39.24,39.74,0.9988687634468079
yeah,39.74,40.08,0.9994045495986938
okay,40.08,40.64,0.9989045858383179
well,40.64,40.96,0.9991912245750427
then,40.96,41.22,0.9975571632385254
maybe,41.22,41.52,0.9995006322860718
the,41.52,41.76,0.9997959733009338
water,41.76,42.06,0.9996659755706787
pipe,42.06,42.36,0.9996711015701294
is,42.36,43.06,0.9996728897094727
uh,43.06,43.34,0.983412504196167
broke,43.34,44.08,0.9979415535926819
or,44.08,44.94,0.9894399046897888
not,44.94,45.34,0.997663140296936
broke,45.34,45.66,0.9987781643867493
but,45.66,46.06,0.9989892840385437
uh,46.06,46.3,0.9731374979019165
there,46.3,47.26,0.9995830655097961
must,47.26,47.5,0.9997624754905701
be,47.5,47.74,0.9998489618301392
things,47.74,47.96,0.9975637197494507
in,47.96,48.42,0.9998327493667603
there,48.42,48.72,0.9996780157089233
that,48.72,49.08,0.9995081424713135
the,49.08,49.24,0.9996633529663086
water,49.24,49.58,0.9986122846603394
will,49.58,49.76,0.9939286708831787
not,49.76,50.16,0.9998478889465332
go,50.16,50.42,0.9999229907989502
down,50.42,50.74,0.999362051486969
you,50.74,51.12,0.03535638377070427
huh,52.4,52.96,0.06728518009185791
what's,52.96,53.52,0.7415750026702881
happening,53.52,53.8,0.9757055640220642
to,53.8,54.06,0.9888238310813904
the,54.06,54.18,0.9978014826774597
water,54.18,54.52,0.996141254901886
well,54.52,54.76,0.48360323905944824
the,54.76,54.9,0.9915566444396973
water,54.9,55.24,0.9975710511207581
is,55.24,55.46,0.9707645177841187
still,55.46,55.6,0.8451897501945496
going,55.6,55.84,0.9654666781425476
down,55.84,56.18,0.9981223940849304
in,56.18,56.34,0.9699222445487976
the,56.34,56.5,0.8901787400245667
uh,56.5,56.94,0.5780416131019592
well,62.279999999999994,62.839999999999996,0.35609155893325806
what,62.839999999999996,63.4,0.32402485609054565
would,63.4,64.44,0.8315960764884949
you,64.44,64.62,0.9985281229019165
call,64.62,64.9,0.9993042945861816
yes,64.9,65.22,0.41246363520622253
four,65.22,65.74,0.334248811006546
four,65.74,66.26,0.8762648701667786
yeah,66.26,66.66,0.3530757427215576
you're,66.66,66.88,0.6365293115377426
okay,66.88,67.12,0.8728964924812317
huh,67.12,67.38,0.6037635207176208
well,67.38,68.02,0.949448823928833
down,68.02,68.26,0.9965826869010925
on,68.26,68.54,0.9997139573097229
this,68.54,68.72,0.9997876286506653
side,68.72,69.0,0.9997487664222717
of,69.0,69.18,0.9981675148010254
the,69.18,69.26,0.9991670846939087
picture,69.26,69.54,0.9959697723388672
this,69.54,70.14,0.8317937850952148
thing,70.14,70.42,0.9982255101203918
here,70.42,70.74,0.9997336268424988
is,70.74,71.22,0.9986571073532104
uh,71.22,71.4,0.9899751543998718
turning,71.4,73.4,0.9919409155845642
over,73.4,73.76,0.9986635446548462
yeah,73.76,74.9,0.9952602982521057
no,74.9,76.04,0.34448057413101196
i,76.04,76.44,0.9163866639137268
don't,76.44,77.32,0.9994423687458038
know,77.32,77.42,0.9997915625572205
what's,77.42,77.7,0.9998331367969513
going,77.7,77.88,0.9998327493667603
on,77.88,78.14,0.9996304512023926
well,78.14,78.36,0.9990137815475464
he's,78.36,78.72,0.9997777342796326
probably,78.72,79.12,0.9996618032455444
getting,79.12,79.54,0.12955352663993835
what's,79.54,80.9,0.9961953163146973
this,80.9,81.02,0.9952847361564636
here,81.02,81.26,0.9960739612579346
well,81.26,81.54,9.000225691124797e-05
he's,81.54,81.54,0.5052025243639946
probably,81.54,81.54,0.8735864758491516
getting,81.54,81.54,0.7788941264152527
what's,81.54,81.54,0.7946332097053528
this,81.54,81.54,0.942932665348053
here,81.54,81.54,0.9823653101921082
well,81.56,81.9,0.0034693933557718992
he's,81.9,81.9,0.510107234120369
probably,81.9,81.9,4.219532638671808e-05
getting,81.9,81.9,0.12000761181116104
what's,81.9,81.9,0.10299264162313193
this,81.9,81.9,0.060433417558670044
here,81.9,81.9,0.00565232103690505
cocoa,81.9,81.9,0.0863945335149765
cocoa,81.9,81.98,0.025595542043447495
jar,81.98,83.4,0.7533830404281616
what's,86.06,86.7,0.8912074267864227
what's,86.7,87.08,0.9198447465896606
this,87.08,87.26,0.5675274133682251
cocoa,87.26,87.6,0.7744004726409912
c,87.6,88.94,0.5545196533203125
-o,88.94,89.5,0.9292306303977966
-o,89.5,89.7,0.9891172647476196
-k,89.7,89.86,0.9923032522201538
-i,89.86,90.28,0.977127194404602
-e,90.28,90.58,0.9966059923171997
i,92.7,93.34,0.4546414315700531
don't,93.34,93.62,0.9831126630306244
know,93.62,93.84,0.9821276068687439
if,93.84,94.18,0.29749852418899536
i,94.18,94.84,0.9842678904533386
don't,94.84,95.06,0.9893526136875153
know,95.06,95.16,0.9892004728317261
oh,95.16,95.42,0.7420873641967773
culture,95.42,95.8,0.5876466035842896
oh,95.8,96.38,0.8943855166435242
okay,96.38,96.9,0.9771345257759094
well,96.9,97.96,0.6535964012145996
he's,97.96,99.78,0.998108297586441
uh,99.78,99.88,0.9365839958190918
getting,99.88,100.94,0.9921755194664001
it,100.94,101.16,0.9985162615776062
out,101.16,101.9,0.9942591190338135
and,101.9,103.86,0.9937564134597778
he's,103.86,104.14,0.999308854341507
going,104.14,104.34,0.6142406463623047
to,104.34,104.48,0.9925830364227295
give,104.48,104.66,0.9991940855979919
it,104.66,104.78,0.9995793700218201
to,104.78,104.92,0.9993380904197693
the,104.92,105.06,0.9987892508506775
girl,105.06,105.3,0.8041437268257141
going,105.3,106.54,0.7978076338768005
on,106.54,108.08,0.9985023736953735
in,108.08,108.28,0.9991838335990906
a,108.28,108.36,0.7823932766914368
picture,108.36,108.72,0.969885528087616
well,111.36000000000001,112.04,0.16375401616096497
the,112.04,112.38,0.8619456887245178
boy,112.38,112.76,0.9650318622589111
is,112.76,113.9,0.864202618598938
giving,113.9,114.26,0.7299175262451172
him,114.26,114.68,0.9840759634971619
the,114.68,115.16,0.9458634853363037
girl,115.16,115.58,0.9468953013420105
the,115.58,116.82,0.9031255841255188
cocoa,116.82,117.46,0.21814516186714172
cocoa,117.46,117.8,0.2871236205101013
this,121.38,122.06,0.4880298376083374
probably,122.06,122.74,0.9816128015518188
is,122.74,123.12,0.9878214001655579
broke,123.12,123.7,0.9753912687301636
so,123.7,124.38,0.9879200458526611
the,124.38,124.56,0.9985760450363159
water,124.56,124.9,0.9991289973258972
will,124.9,125.1,0.9760326147079468
not,125.1,125.32,0.998555600643158
go,125.32,125.54,0.9965354204177856
down,125.54,125.82,0.9502284526824951
here,125.82,126.14,0.21231716871261597
and,126.14,126.26,0.4258498251438141
then,126.26,126.38,0.4680546224117279
he's,126.38,126.66,0.6727496683597565
coming,126.66,126.84,0.9840766787528992
up,126.84,127.12,0.9988932013511658
and,127.12,127.48,0.9539835453033447
going,127.48,127.96,0.9588813781738281
in,127.96,128.16,0.9868680238723755
here,128.16,128.4,0.9592265486717224
it,128.4,128.88,0.5918290019035339
looks,128.88,132.0,0.9979370832443237
like,132.0,132.28,0.9985685348510742
she's,132.28,132.62,0.9836528599262238
what,132.62,132.94,0.7516191005706787
uh,132.94,133.16,0.41546228528022766
she,133.16,133.78,0.9979497790336609
was,133.78,133.96,0.9980890154838562
gonna,133.96,134.26,0.8897404074668884
wash,134.26,134.6,0.9430561661720276
uh,134.6,134.96,0.5714110732078552
what,136.64,137.32,0.9353694915771484
she,137.32,137.54,0.9497441053390503
what,137.54,137.74,0.971716046333313
they,137.74,137.94,0.9996302127838135
eat,137.94,138.22,0.9984025359153748
with,138.22,138.52,0.9907640218734741
oh,138.52,138.7,0.007950943894684315
my,138.7,138.7,0.09791672974824905
god,138.7,138.7,0.4334341287612915
well,138.7,139.02,0.028626594692468643
what,139.02,139.24,0.739366352558136
do,139.24,139.34,0.9957210421562195
you,139.34,139.38,0.9982477426528931
call,139.38,139.64,0.9979966282844543
it,139.64,139.82,0.9952267408370972
what,139.82,140.1,0.7567386627197266
do,140.1,140.2,0.8903149366378784
you,140.2,140.26,0.9704173803329468
call,140.26,140.66,0.8678297996520996
this,140.66,141.0,0.760204553604126
the,141.45999999999998,141.76,0.22029511630535126
plate,141.76,142.06,0.9847127199172974
a,142.06,142.44,0.9826810956001282
plate,142.44,142.76,0.99970942735672
oh,142.76,143.38,0.9862776398658752
oh,143.38,143.66,0.7618653178215027
yeah,143.66,143.98,0.9978954792022705
yeah,143.98,144.2,0.9935395121574402
yeah,144.2,144.5,0.9916159510612488
yeah,144.5,144.72,0.7949244976043701
what,144.72,145.12,0.9959748387336731
you,145.12,145.26,0.9852861166000366
eat,145.26,145.56,0.9985857009887695
is,145.56,146.04,0.8821813464164734
that,146.04,146.2,0.9340494871139526
it,146.2,146.3,0.5589814782142639
up,146.3,146.6,0.7713736295700073
oh,146.6,147.08,0.900102972984314
maybe,147.08,147.56,0.9988194108009338
mm,147.56,148.38,0.7701138854026794
-hmm,148.38,148.72,0.9577986299991608
okay,148.72,149.38,0.8265783190727234
