word,start,end,probability
bistar,0.0,0.7,0.5649778681496779
not,0.7,0.88,0.4013696610927582
any,0.88,1.12,0.8645567297935486
little,2.86,3.46,0.9175854921340942
girl,3.46,3.86,0.9733447432518005
falling,9.22,9.82,0.9039539098739624
stool,9.82,10.1,0.9936023354530334
the,11.18,11.78,0.6880009174346924
young,11.78,12.02,0.9948669672012329
land,12.02,12.36,0.9233537912368774
is,12.36,12.66,0.9891245365142822
going,12.66,12.8,0.7446291446685791
to,12.8,12.92,0.9985711574554443
fall,12.92,13.16,0.998878538608551
from,13.16,13.46,0.9880557060241699
the,13.46,13.6,0.7146090865135193
stool,13.6,13.92,0.9885715842247009
his,14.68,15.28,0.997448742389679
hands,15.28,15.64,0.9996509552001953
are,15.64,15.8,0.9986538887023926
touching,15.8,16.08,0.9993403553962708
the,16.08,16.46,0.9990482926368713
cookie,16.46,16.84,0.8489789962768555
jar,16.84,17.16,0.999278724193573
and,17.16,17.92,0.03173812851309776
these,17.92,20.18,0.4904756546020508
cupboards,20.18,20.68,0.8989475965499878
just,22.16,22.84,0.24423982203006744
the,22.84,23.08,0.78533935546875
mother,23.08,23.4,0.9852851033210754
and,23.4,23.66,0.7167179584503174
the,23.66,25.1,0.9284749627113342
kitchen,25.1,25.88,0.989788830280304
wiping,26.6,27.28,0.6694187521934509
dishes,27.28,27.7,0.9668148756027222
the,28.96,29.64,0.9371131658554077
water,29.64,29.98,0.9961451292037964
in,29.98,30.1,0.8316614627838135
the,30.1,30.18,0.9967511892318726
sink,30.18,30.46,0.9970441460609436
is,30.46,30.64,0.9960641264915466
overflowing,30.64,31.34,0.9957653880119324
our,32.82,33.5,0.4354296922683716
cups,33.5,33.9,0.993093729019165
and,33.9,34.5,0.7735432982444763
this,34.5,34.76,0.7242963910102844
is,34.76,34.96,0.9969924688339233
on,34.96,35.22,0.9828510284423828
the,35.22,35.38,0.9603062272071838
fan,35.38,35.94,0.4352005124092102
the,40.120000000000005,40.46,0.8652773499488831
uh,40.46,40.78,0.3609379529953003
site,40.78,41.62,0.32533273100852966
through,41.62,41.96,0.9921371340751648
the,41.96,42.12,0.9988572597503662
window,42.12,42.52,0.9973384737968445
of,42.52,42.8,0.79220050573349
green,42.8,43.02,0.8713095188140869
grass,43.02,43.36,0.9126875400543213
bushes,44.54,45.22,0.9631367325782776
window,45.64,46.32,0.9829793572425842
from,46.32,46.72,0.997314989566803
the,46.72,46.88,0.9986088871955872
house,46.88,47.1,0.9752892255783081
with,47.16,47.42,0.008826675824820995
drapes,47.42,47.86,0.7666053175926208
this,51.48,52.08,0.6717140078544617
shows,52.08,52.38,0.971512496471405
the,52.38,52.6,0.9830170273780823
roof,52.6,53.42,0.9847692251205444
of,53.42,53.62,0.9813417196273804
the,53.62,53.74,0.9926801919937134
house,53.74,54.06,0.9725368618965149
and,54.06,55.22,0.679016649723053
the,55.22,55.48,0.7092002034187317
tree,55.48,55.8,0.8165361881256104
bend,56.06,56.66,0.13229812681674957
drapes,56.66,57.18,0.7995262145996094
