word,start,end,probability
i,0.0,0.4,0.04126781225204468
use,0.4,1.08,0.13909104466438293
the,1.08,1.84,0.4576559364795685
query,1.84,2.16,0.3509483337402344
yard,2.16,2.6,0.4348335564136505
i,2.82,3.62,0.3422296345233917
want,3.62,3.8,0.5000728368759155
a,3.8,3.88,0.4561883807182312
query,3.88,4.14,0.9906285405158997
yard,4.14,4.44,0.9922977089881897
and,8.2,9.0,0.22033962607383728
i'll,9.0,9.48,0.29974931478500366
try,9.48,10.68,0.20574896037578583
this,10.68,11.02,0.672870934009552
way,11.02,11.32,0.2869386672973633
pro,12.84,13.64,0.14649277925491333
assistant,15.2,16.0,0.6001083254814148
y,16.86,17.66,0.40826719999313354
the,18.52,19.32,0.1267092525959015
query,19.32,19.64,0.5987332463264465
yard,19.64,20.0,0.9860184192657471
learn,24.1,24.9,0.1903039664030075
more,24.9,25.22,0.3455861806869507
learn,25.22,25.46,5.541928840102628e-05
more,25.46,25.6,0.3489638864994049
and,25.6,26.18,0.008869726210832596
go,44.260000000000005,45.42,0.3955139219760895
go,46.54,47.7,0.5565030574798584
go,49.88,51.04,0.7276161313056946
go,52.32,53.48,0.8947433233261108
go,54.54,55.2,0.9863467812538147
go,55.22,55.8,0.003779786406084895
go,55.84,56.08,0.11511589586734772
go,56.1,56.38,0.6958579421043396
and,56.5,57.16,0.028535259887576103
one,59.72,60.38,0.09075602144002914
one,60.52,60.84,0.8488963842391968
one,61.0,61.18,0.8763916492462158
there,64.34,65.0,0.6084943413734436
word,68.76,69.42,0.015440224669873714
and,70.58,71.24,0.09867874532938004
write,71.42,71.86,0.0331474170088768
write,72.4,73.06,0.9555086493492126
and,73.3,73.56,0.15686270594596863
we,73.78,74.24,0.17917996644973755
don't,74.24,74.66,0.8964866101741791
go,74.66,74.82,0.0007767543429508805
there,74.82,75.24,0.13962674140930176
write,76.4,77.06,0.03846026957035065
and,77.4,78.0,0.07039215415716171
