word,start,end,probability
there's,0.0,0.28,0.4130999781191349
a,0.28,0.34,0.9660882353782654
cookie,0.34,0.56,0.9568546414375305
jar,0.56,0.92,0.9977377653121948
and,0.92,1.22,0.7519772052764893
a,1.22,1.28,0.9069982171058655
youngster,1.28,3.08,0.9316961467266083
with,3.08,3.38,0.9157475829124451
a,3.38,3.66,0.8803160190582275
i,3.66,5.26,0.6165381073951721
don't,5.26,5.48,0.9547454118728638
know,5.48,5.56,0.9648509621620178
what,5.56,5.58,0.9654891490936279
he,5.58,5.8,0.8069549798965454
got,5.8,5.98,0.8389203548431396
cookie,6.1,6.42,0.8027578592300415
jar,6.42,6.82,0.9941303133964539
and,7.2,7.2,0.32573243975639343
a,7.2,7.42,0.35123497247695923
boy,7.42,9.02,0.9927017688751221
has,9.02,9.42,0.9548431038856506
a,9.42,9.76,0.9634753465652466
shirt,9.76,10.28,0.9974736571311951
with,10.28,10.6,0.9880948662757874
a,10.6,10.74,0.9843006730079651
cookie,10.74,12.7,0.989379346370697
jar,12.7,13.36,0.9913383722305298
too,13.36,13.94,0.8259890675544739
yes,14.12,14.54,0.29232552647590637
a,14.68,15.86,0.7784347534179688
girl,15.86,16.3,0.9800467491149902
has,16.3,16.64,0.9975925087928772
one,16.64,16.92,0.9640282988548279
too,16.92,17.22,0.915166437625885
a,17.32,17.42,0.9369319081306458
jar,17.42,17.66,0.9972116351127625
and,18.419999999999998,19.02,0.02224436029791832
a,19.02,19.02,0.06869038194417953
door,19.02,19.02,0.0024569928646087646
and,19.5,20.04,0.20264478027820587
a,20.04,20.3,0.3887520730495453
stool,20.3,22.72,0.7097579836845398
and,23.54,24.14,0.7182300090789795
this,24.14,24.26,0.9691447615623474
is,24.26,24.46,0.9702997207641602
a,24.46,24.62,0.42983371019363403
kitchen,24.62,27.02,0.7040780186653137
plank,27.02,27.94,0.7737404704093933
this,28.2,28.66,0.5124369859695435
is,28.66,28.86,0.9688002467155457
water,28.86,31.38,0.8455743789672852
somebody,31.38,31.84,0.4294382333755493
spilled,31.84,32.3,0.9499402642250061
this,35.36,35.96,0.5180665850639343
is,35.96,36.04,0.9692737460136414
an,36.04,36.34,0.6355427503585815
orange,36.34,36.6,0.35249626636505127
chunk,36.6,37.0,0.17681993544101715
they,37.38,37.98,0.22103747725486755
call,37.98,38.28,0.96416836977005
this,38.28,38.68,0.8825886845588684
i,38.7,38.86,0.9191341400146484
don't,38.86,39.04,0.938452959060669
know,39.04,39.18,0.9795165061950684
i,39.22,39.36,0.40255242586135864
guess,39.36,39.42,0.9962987303733826
it's,39.42,39.72,0.936892181634903
another,39.72,39.9,0.8733304738998413
thing,39.9,40.22,0.2416398674249649
i,43.74,44.34,0.8469305038452148
don't,44.34,44.68,0.9860689640045166
know,44.68,44.8,0.9862951636314392
what's,44.8,45.38,0.8776644766330719
going,45.38,45.54,0.595034658908844
on,45.54,45.8,0.9600990414619446
there,45.8,46.04,0.7121111750602722
the,46.84,47.44,0.25166264176368713
toilet,47.44,47.64,0.3183595538139343
very,47.66,48.04,0.17313626408576965
interesting,48.04,48.7,0.08621436357498169
i,50.1,50.62,0.28523334860801697
don't,50.62,50.92,0.8540627360343933
know,50.92,51.04,0.9798484444618225
she's,51.08,51.4,0.9033607542514801
looking,51.4,51.64,0.8436527252197266
out,51.64,52.0,0.7765071392059326
i,52.580000000000005,53.1,0.559374213218689
don't,53.1,53.36,0.9145923256874084
know,53.36,53.54,0.960454523563385
what,53.54,53.68,0.2517724633216858
that,53.68,54.0,0.3718266189098358
kid's,54.0,54.74,0.7596269249916077
going,54.74,54.82,0.32541200518608093
to,54.82,54.98,0.9928460717201233
fall,54.98,55.24,0.920773446559906
off,55.24,55.52,0.9210097193717957
the,55.52,55.72,0.9588109254837036
stool,55.72,56.02,0.9881460666656494
i'll,56.22,56.38,0.8237620294094086
help,56.38,56.54,0.9497637748718262
you,56.54,56.72,0.6654840707778931
do,56.72,56.84,0.2677834630012512
that,56.84,57.06,0.9339264035224915
them,58.84000000000001,59.36000000000001,0.9093934297561646
kids,59.36000000000001,59.88,0.9946478009223938
no,60.540000000000006,61.06,0.5166035890579224
they're,61.12,61.32,0.9958825409412384
in,61.32,61.4,0.9979982972145081
the,61.4,61.46,0.9728421568870544
cookie,61.46,61.72,0.9784960150718689
jar,61.72,62.02,0.9228745698928833
what,62.3,62.64,0.8209215998649597
are,62.64,62.84,0.994681179523468
they,62.84,62.96,0.9988551139831543
doing?,62.96,63.34,0.9990070462226868
i,63.48,63.54,0.9022163152694702
don't,63.54,63.8,0.9995368719100952
know,63.8,63.96,0.999687671661377
they're,64.1,64.36,0.9968993365764618
spilling,64.36,64.78,0.5302233584225178
something,64.78,65.22,0.9946286082267761
because,65.22,65.58,0.16039319336414337
they're,65.58,65.88,0.7557942569255829
doing,65.88,67.88,0.9583213925361633
the,67.88,69.18,0.996925413608551
dishes,69.18,69.62,0.9998581409454346
let's,73.58,74.1,0.6630311161279678
see,74.1,74.12,0.9945141077041626
what,74.12,74.28,0.8718205690383911
they,74.28,74.5,0.7682687640190125
say,74.5,74.74,0.5812698602676392
the,75.34,75.86,0.781478762626648
boy's,75.86,76.24,0.7497709095478058
trying,76.24,76.46,0.999866247177124
to,76.46,76.66,0.9999701976776123
fall,76.66,76.84,0.9992501139640808
off,76.84,77.12,0.9993533492088318
the,77.12,77.26,0.9998314380645752
stool,77.26,77.58,0.9947378039360046
i,77.62,77.64,0.27153104543685913
don't,77.64,77.64,0.9828001260757446
know,77.64,77.64,0.9978269934654236
i,77.66,77.66,0.047111671417951584
don't,77.66,77.66,0.5375614948570728
know,77.66,77.76,0.8189383745193481
what,77.76,77.78,0.08917239308357239
she's,77.78,78.16,0.9026902914047241
trying,78.16,78.52,0.8621415495872498
to,78.52,78.78,0.9943943023681641
do,78.78,78.86,0.07118376344442368
i,79.98,80.68,0.03852374106645584
don't,80.68,81.1,0.7531551122665405
know,81.1,81.1,0.9048749804496765
i,81.1,81.1,0.3225517272949219
don't,81.1,81.26,0.8872693181037903
know,81.26,81.62,0.9746006727218628
i,81.7,82.4,0.8189141154289246
don't,82.4,82.4,0.9680832922458649
know,82.4,82.4,0.9930920600891113
i,82.4,82.78,0.9136502146720886
don't,82.78,82.78,0.9806999862194061
know,82.78,82.78,0.9924098253250122
