word,start,end,probability
actually,0.7799999999999978,1.34,0.08976983278989792
what's,1.38,1.9,0.8593277633190155
going,1.9,2.1,0.9903078675270081
on,2.1,2.6,0.9834910035133362
in,2.6,2.78,0.9817549586296082
the,2.78,2.84,0.9807252287864685
kitchen?,2.84,3.08,0.8342639207839966
oh,6.059999999999998,6.62,0.17067335546016693
we're,7.82,8.3,0.46876029670238495
gonna,8.3,8.42,0.5685118436813354
kick,8.42,8.66,0.8169647455215454
in,8.66,8.88,0.7917735576629639
the,8.88,9.26,0.29661163687705994
cookie,9.26,9.48,0.6316720843315125
sure,10.5,11.06,0.6310515999794006
the,13.32,13.88,0.2086385190486908
boys,13.88,14.22,0.6371895670890808
are,14.22,14.3,0.2488478422164917
young,14.3,14.62,0.3027624487876892
and,14.64,15.6,0.9754727482795715
the,15.6,15.76,0.9645931124687195
girl,15.76,16.0,0.8297454714775085
wants,16.0,16.3,0.9640735983848572
it,16.3,16.48,0.836247444152832
it,30.0,30.34,0.3251868486404419
must,30.34,30.56,0.9679619669914246
be,30.56,31.2,0.8134462237358093
the,31.2,31.44,0.8943939208984375
mother,31.44,31.72,0.9137449264526367
she's,34.6,35.18,0.8084751069545746
washing,35.18,35.48,0.9378765821456909
dishes,35.48,35.84,0.9659349322319031
the,37.28,37.86,0.5008770227432251
dish,37.86,38.2,0.8071713447570801
fell,38.2,38.44,0.9835889339447021
down,38.44,38.8,0.9920164346694946
or,38.9,39.06,0.887382984161377
is,39.06,39.14,0.16530174016952515
it,39.14,39.26,0.6786884069442749
on,39.26,39.58,0.14954128861427307
the,39.58,39.72,0.5034148693084717
floor?,39.72,40.42,0.10081850737333298
kids,54.42,55.0,0.3060707151889801
are,55.0,55.58,0.40608665347099304
on,55.58,55.72,0.6589460372924805
that,55.72,55.88,0.4376404583454132
stool,55.88,57.78,0.9475723505020142
tip,59.0,59.58,0.303364098072052
of,59.58,59.74,0.8246477246284485
nose,59.74,59.92,0.6758794188499451
the,64.48,65.0,0.017995648086071014
dishes,65.0,65.52,0.0007091101142577827
are,65.52,66.24,0.36856377124786377
still,66.24,66.6,0.8354076147079468
so,66.6,66.8,0.7224639058113098
much,66.8,67.1,0.6797088980674744
in,67.1,67.22,0.09094057232141495
this,67.22,67.42,0.6541563272476196
dish,67.42,67.98,0.3880971372127533
i,74.86,75.38,0.664567232131958
think,75.38,75.68,0.39392489194869995
i,75.68,75.84,0.5171015858650208
saw,75.84,76.08,0.3812290132045746
it,76.08,76.3,0.3475377857685089
i,76.34,76.72,0.5073529481887817
can't,76.72,77.44,0.6501833349466324
eat,77.44,77.52,0.49671927094459534
in,77.52,77.72,0.23789948225021362
my,77.72,77.86,0.8259070515632629
teeth,77.86,78.1,0.590617835521698
they,78.18,78.28,0.13362179696559906
do,78.28,78.36,0.4312642812728882
cookie,78.36,78.96,0.7757352590560913
jars,78.96,79.26,0.05779312178492546
i,80.52,80.88,0.27418968081474304
think,80.88,81.18,0.4997522830963135
i,81.18,81.34,0.22914202511310577
can't,81.34,81.56,0.12914079800248146
eat,81.56,81.76,0.31334272027015686
in,81.76,82.14,0.5151833295822144
my,82.14,82.24,0.8685128092765808
teeth,82.24,82.78,0.8164469003677368
i,84.14,84.66,0.5439568758010864
think,84.66,84.8,0.4985930621623993
i'm,84.8,85.12,0.4021337479352951
about,85.12,85.12,0.3376266360282898
to,85.12,85.38,0.9902817010879517
trip,85.38,85.66,0.9836137294769287
over,85.66,85.92,0.5867881178855896
and,85.92,86.1,0.15518201887607574
put,86.1,86.24,0.6032766699790955
that,86.24,86.44,0.6383500099182129
on,86.44,86.54,0.9949160814285278
the,86.54,86.64,0.3898433744907379
stool,86.64,86.94,0.6988173723220825
the,87.42,87.94,0.4413931965827942
water's,87.94,88.44,0.5156712085008621
still,88.44,88.62,0.9786168932914734
over,88.62,88.98,0.44950392842292786
not,88.98,89.44,0.22708658874034882
so,89.44,89.72,0.7379175424575806
on,89.72,89.86,0.3612688481807709
the,89.86,89.86,0.9564992189407349
floor,89.86,89.98,0.4972667098045349
i,90.0,90.6,0.03968583419919014
can't,90.6,90.86,0.3345301281660795
see,90.86,91.76,0.3033615052700043
my,91.76,91.96,0.623106062412262
hands,91.96,92.2,0.10338971018791199
i,92.4,92.4,0.24982628226280212
can't,92.4,92.86,0.8913748860359192
see,92.86,92.98,0.9888790845870972
my,92.98,93.0,0.06663066893815994
hands,93.0,93.0,0.9173664450645447
i,93.0,93.0,0.4493519365787506
can't,93.0,93.0,0.8970708250999451
see,93.0,93.0,0.9887921214103699
my,93.0,93.14,0.6649025678634644
hands,93.14,93.32,0.9674910306930542
