word,start,end,probability
well,0.0,0.24,0.8641482591629028
she's,0.32,1.58,0.7597706913948059
more,1.58,1.74,0.3424355387687683
than,1.74,1.9,0.9596919417381287
needed,1.9,2.18,0.43936413526535034
he's,2.38,2.78,0.824048638343811
coming,2.78,3.0,0.8826960921287537
up,3.0,3.26,0.9807773232460022
you,3.3,3.46,0.46097543835639954
get,3.46,3.58,0.5650612115859985
a,3.58,3.64,0.267225444316864
quickie,3.64,3.92,0.37179143726825714
you,3.94,4.04,0.846150815486908
got,4.04,4.24,0.27470022439956665
a,4.24,4.36,0.43196526169776917
call,4.36,4.52,0.4957831799983978
and,4.7,4.84,0.9843236804008484
she's,4.84,5.2,0.9918093085289001
a,5.2,5.2,0.1939958930015564
liar,5.2,5.44,0.8191571235656738
she's,5.92,6.38,0.5777811110019684
still,6.38,6.5,0.44701117277145386
running,6.5,8.28,0.8305009603500366
the,8.28,8.52,0.9929617047309875
water,8.52,8.74,0.9153801798820496
room,8.74,8.96,0.9435151219367981
that,13.600000000000001,14.06,0.9654013514518738
looks,14.06,14.38,0.9978850483894348
like,14.38,14.64,0.9993189573287964
someone,14.64,15.0,0.9214869141578674
down,16.92,17.38,0.2510542571544647
there,17.38,17.68,0.5095887184143066
is,17.68,18.02,0.2922157645225525
something,18.02,18.22,0.9920668601989746
wrong,18.22,18.48,0.5335695147514343
with,18.48,18.64,0.948017418384552
that,18.64,18.98,0.9772670269012451
here,18.98,19.16,0.23745118081569672
