word,start,end,probability
oh,0.0,0.62,0.12913517653942108
then,6.839999999999999,7.6,0.01865217834711075
say,7.6,8.18,0.16281475126743317
cookie,8.18,8.94,0.6403998732566833
jar,8.94,9.24,0.32973045110702515
and,9.24,10.52,0.6975021958351135
they,10.52,10.92,0.5159390568733215
boy,10.92,11.88,0.6923182010650635
is,11.88,12.28,0.9801949262619019
toppling,12.28,13.24,0.6476372927427292
off,13.24,13.48,0.873728334903717
they,13.48,15.36,0.2091352492570877
stole,15.36,16.74,0.8206450343132019
and,16.74,18.74,0.9061910510063171
they,18.74,19.1,0.8608829379081726
mother,21.439999999999998,22.2,0.6394670009613037
is,22.2,22.8,0.8022321462631226
filling,22.8,24.86,0.6567907333374023
the,24.86,25.38,0.9668877720832825
water,25.38,26.14,0.9990789890289307
and,26.14,29.42,0.28130170702934265
the,27.799999999999997,31.08,0.011998041532933712
and,31.08,34.36,0.057155780494213104
the,34.36,40.74,0.8209906220436096
potter,40.74,41.06,0.19744672533124685
