word,start,end,probability
a,3.4000000000000012,4.14,0.2692497968673706
little,4.14,4.36,0.9755765199661255
girl,4.36,4.82,0.9824342131614685
and,4.82,5.74,0.8686851859092712
the,5.74,6.42,0.8265575766563416
little,6.42,6.96,0.980981707572937
boy,6.96,7.48,0.9331254959106445
are,7.48,7.68,0.3951564431190491
getting,7.68,8.2,0.9773542284965515
put,8.2,8.7,0.338863343000412
in,8.7,8.96,0.39283591508865356
the,8.96,9.38,0.8151372075080872
jar,9.38,9.84,0.7048398852348328
oh,10.770000000000001,11.14,0.8167483806610107
and,11.38,11.8,0.9851362109184265
the,11.8,11.98,0.9903759360313416
stove,11.98,12.48,0.4664236605167389
is,12.48,13.18,0.990365207195282
upsetting,13.18,14.36,0.8710727095603943
and,16.8,17.54,0.88580322265625
the,17.54,18.2,0.3870058059692383
i,18.32,19.78,0.9904273748397827
guess,19.78,20.14,0.9994871616363525
it's,20.14,20.4,0.9102845788002014
the,20.4,20.5,0.9964935183525085
mother,20.5,20.84,0.9985030889511108
is,20.84,21.18,0.9109969139099121
drying,21.18,21.54,0.9928044676780701
dishes,21.54,22.18,0.9737194776535034
water,22.54,23.28,0.9864230751991272
is,23.28,23.46,0.2997525930404663
spilling,23.46,23.76,0.9733230471611023
down,23.76,24.14,0.9991973042488098
all,24.14,24.44,0.9991685152053833
over,24.44,24.7,0.999818742275238
the,24.7,24.84,0.9971857666969299
sink,24.84,25.26,0.9896803498268127
water,26.34,27.08,0.9960569143295288
on,27.08,27.34,0.9993637204170227
the,27.34,27.54,0.999923586845398
floor,27.54,27.92,0.9980661273002625
the,29.039999999999996,29.52,0.10568571835756302
little,29.52,29.76,0.5909125804901123
boy,29.76,29.94,0.9518793225288391
is,29.94,30.08,0.5072697997093201
going,30.08,30.18,0.7293583750724792
to,30.18,30.32,0.9876701831817627
fall,30.32,30.82,0.9782630801200867
in,30.82,31.14,0.27941274642944336
that,31.14,31.28,0.6076158881187439
step,31.28,31.86,0.1852937489748001
in,32.76,33.24,0.1234176903963089
that,33.24,33.42,0.9711869955062866
there,33.42,33.6,0.14949776232242584
so,38.29999999999999,38.779999999999994,0.3120734393596649
i,38.779999999999994,39.26,0.3987266421318054
think,39.26,42.16,0.7820067405700684
the,42.16,42.26,0.24576953053474426
little,42.26,42.34,0.037434861063957214
boy,42.34,42.48,0.8285759091377258
is,42.48,42.8,0.8647980690002441
going,42.8,43.02,0.948495626449585
to,43.02,43.02,0.9892725944519043
fall,43.02,43.24,0.9870226979255676
and,45.97999999999999,46.459999999999994,0.7639920115470886
they're,46.459999999999994,46.94,0.31127749010920525
just,46.94,47.18,0.5731799602508545
drying,47.18,47.54,0.721869170665741
the,47.54,47.84,0.7819594740867615
dishes,47.84,48.16,0.9017353057861328
and,48.16,48.64,0.7785732746124268
water,48.64,49.28,0.9387405514717102
the,49.58,50.02,0.8970213532447815
faucet,50.02,50.48,0.7715945541858673
is,50.48,50.56,0.4145619869232178
on,50.56,50.8,0.9896491765975952
water,50.94,51.22,0.6219891905784607
is,51.22,51.46,0.8855395317077637
running,51.46,51.64,0.9783122539520264
all,51.64,51.88,0.783254086971283
over,51.88,52.14,0.9540824890136719
the,52.14,52.34,0.9671630859375
floor,52.34,52.68,0.9761545062065125
i,62.04,62.48,0.11687499284744263
put,62.48,62.64,0.13956469297409058
on,62.64,62.74,0.39290252327919006
one,62.74,62.88,0.1189863532781601
of,62.88,62.98,0.23816576600074768
the,62.98,63.36,0.06294146906293463
yeah,63.94,64.38,0.18863508105278015
i,65.60000000000001,66.04,0.3116394579410553
put,66.04,66.18,0.04064132645726204
the,66.18,66.34,0.5803394913673401
jar,66.34,66.46,0.8812925815582275
and,66.46,66.88,0.016133340075612068
trying,66.88,67.24,8.187706407625228e-05
to,67.24,68.18,0.8102608323097229
put,68.18,68.28,0.04193555563688278
the,68.28,68.48,0.4286864995956421
dishes,68.48,68.56,0.5873262286186218
in,68.56,69.14,0.16188549995422363
the,69.14,69.4,0.32459691166877747
glass,69.4,69.64,0.009790721582248807
water,69.64,69.64,0.007721929810941219
is,69.64,69.82,0.316681832075119
coming,69.82,70.04,0.02751024439930916
