word,start,end,probability
now,4.280000000000002,4.820000000000001,0.279963880777359
the,4.820000000000001,5.36,0.39638563990592957
girl's,5.36,5.72,0.4093795120716095
hoops,5.72,7.68,0.1977010816335678
in,7.68,9.28,0.2583581507205963
the,9.28,9.36,0.6180878281593323
body,9.36,9.62,0.19655251502990723
of,9.62,9.74,0.7107844948768616
her,9.74,9.76,0.9530000686645508
cookie,9.76,10.1,0.6906468272209167
and,10.1,10.34,0.5977271199226379
he's,10.34,10.58,0.4960131049156189
still,10.58,11.26,0.6930080056190491
a,11.26,11.38,0.2832156717777252
fellow,11.38,11.66,0.7395609021186829
and,11.66,11.96,0.30788788199424744
the,11.96,12.12,0.7026352286338806
cookies,12.12,12.42,0.7397834658622742
are,12.42,12.64,0.9829456806182861
spilled,12.64,12.94,0.6047416925430298
she,18.020000000000003,18.560000000000002,0.7392522096633911
spills,18.560000000000002,19.1,0.9167055487632751
her,19.1,19.34,0.9543811082839966
beech,19.34,19.6,0.3579506687819958
water,19.6,19.88,0.9102113842964172
worse,20.1,20.42,0.2991037368774414
than,20.42,20.58,0.6937260031700134
dishes,20.58,20.9,0.9789413213729858
she's,21.1,21.3,0.9637361764907837
worse,21.3,21.52,0.9962461590766907
than,21.52,21.7,0.9648369550704956
dishes,21.7,22.0,0.9900738000869751
throwing,22.08,22.42,0.37100982666015625
them,22.42,22.82,0.7774361371994019
it,23.379999999999995,23.88,0.07653171569108963
runs,23.88,24.18,0.9298655390739441
over,24.18,24.48,0.8867692351341248
the,24.48,24.62,0.9574498534202576
sink,24.62,24.86,0.20581993460655212
she's,24.94,25.08,0.0856961531098932
running,25.08,25.2,0.2693701684474945
over,25.2,25.44,0.9384129047393799
her,25.68,27.76,0.12666994333267212
feet,27.76,28.12,0.9911971092224121
can't,28.12,28.66,0.6371226757764816
help,28.66,28.86,0.632559597492218
water,28.86,29.28,0.9439671039581299
she,29.42,31.92,0.19914183020591736
must,31.92,32.22,0.5195992588996887
be,32.22,32.38,0.6047802567481995
fast,32.38,32.76,0.6199111938476562
out,32.76,33.06,0.7152693271636963
there,33.06,33.3,0.7366757392883301
she's,33.54,34.98,0.26654012501239777
wearing,34.98,35.1,0.07310855388641357
her,35.1,35.36,0.48007869720458984
shoes,35.36,35.64,0.9002746343612671
i,40.96,41.46,0.45649585127830505
don't,41.46,41.8,0.9226371645927429
know,41.8,41.88,0.45013540983200073
what,41.88,42.12,0.2594873309135437
else,42.12,42.44,0.9044870138168335
the,42.76,42.98,0.2374362200498581
water,42.98,43.22,0.9751935601234436
on,43.22,43.4,0.2236367017030716
her,43.4,43.52,0.30388307571411133
floor,43.52,43.76,0.1472129225730896
yeah,43.78,44.06,0.4833793044090271
