word,start,end,probability
chairs,4.360000000000004,4.960000000000002,0.4676854480057955
tilting,4.960000000000002,5.56,0.7703413963317871
layers,11.860000000000003,12.46,0.5182924568653107
off,12.46,12.7,0.8604432344436646
of,12.7,12.86,0.7475442290306091
the,12.86,13.02,0.8115689754486084
cookie,13.02,13.38,0.9467078447341919
jar,13.38,13.74,0.9956499934196472
cooking,16.180000000000003,16.78,0.29099351167678833
in,16.78,17.08,0.23387812077999115
the,17.08,17.28,0.8180639743804932
left,17.28,17.44,0.8956273794174194
arm,17.44,17.66,0.7331894040107727
of,17.66,17.82,0.9247826337814331
the,17.82,17.9,0.9794354438781738
void,17.9,18.2,0.887130081653595
his,20.14,20.74,0.9806872010231018
right,20.74,20.98,0.9972652196884155
hand,20.98,21.28,0.9840865731239319
is,21.28,21.52,0.9715705513954163
touching,21.52,21.92,0.9318097829818726
the,21.92,22.18,0.8097226023674011
cookie,22.18,22.42,0.9965530633926392
jar,22.42,24.14,0.12003756314516068
one,24.14,25.76,0.09142808616161346
of,25.76,28.28,0.7597553730010986
his,28.28,28.34,0.9817156195640564
feet,28.34,30.1,0.9235413074493408
is,30.1,30.46,0.6584833264350891
kind,30.46,31.54,0.4534252882003784
of,31.54,32.42,0.9964963793754578
thrown,32.42,32.62,0.23582883179187775
off,32.62,32.9,0.9901201725006104
on,32.9,33.08,0.443894624710083
the,33.08,33.16,0.6824816465377808
stone,33.16,33.44,0.7694652080535889
he's,39.44,40.32,0.9619272947311401
got,40.32,40.38,0.9950118064880371
short,40.38,41.22,0.8086422681808472
hands,41.22,41.66,0.7145037651062012
and,41.66,42.08,0.9443764686584473
a,42.08,42.18,0.9845577478408813
blouse,42.18,42.52,0.8736224472522736
and,46.1,46.98,0.8298880457878113
it,46.98,47.18,0.4606379568576813
seems,47.18,47.96,0.6851922571659088
and,47.96,48.78,0.49424876272678375
they,52.879999999999995,53.32,0.5620273351669312
don't,53.32,53.48,0.7656122744083405
like,53.48,53.64,0.38038843870162964
their,53.64,53.78,0.9757840037345886
booms,53.78,54.06,0.5425403863191605
instead,54.06,54.28,0.812638521194458
of,54.28,54.48,0.9960222840309143
shoes,54.48,54.72,0.9959933757781982
the,58.620000000000005,59.06,0.9588491916656494
girl,59.06,59.4,0.9898636937141418
has,59.4,60.02,0.05373554304242134
a,60.02,60.22,0.9516861438751221
finger,60.22,60.58,0.6798469424247742
to,60.58,61.78,0.8492867350578308
her,61.78,61.9,0.9973201155662537
lips,61.9,62.28,0.9947340488433838
it's,62.34,62.58,0.5987413823604584
not,62.58,62.6,0.5367036461830139
to,62.6,62.78,0.820388674736023
say,62.78,63.04,0.9381214380264282
quiet,63.04,63.44,0.19465330243110657
they,63.64,63.86,0.7586628794670105
put,63.86,64.02,0.9987500905990601
one,64.02,64.22,0.9994070529937744
hand,64.22,64.44,0.9992087483406067
out,64.44,64.72,0.9999136924743652
her,64.92,65.36,0.7497780323028564
left,65.36,65.54,0.5670010447502136
hand,65.54,65.74,0.9999547004699707
is,65.74,65.94,0.9978376030921936
out,65.94,66.14,0.9999099969863892
she's,68.44,68.88,0.9975350499153137
got,68.88,68.96,0.3945275545120239
a,68.96,69.14,0.9997244477272034
short,69.14,69.52,0.9985792636871338
skirt,69.52,69.88,0.9996788501739502
