word,start,end,probability
well,0.0,0.28,0.3434138894081116
this,0.28,3.18,0.8888313174247742
one,3.18,3.54,0.9975816011428833
is,3.54,3.7,0.9403839707374573
in,3.7,4.56,0.9973952770233154
the,4.56,4.68,0.9996292591094971
cookie,4.68,4.92,0.9925135970115662
jar,4.92,5.24,0.9995914101600647
and,5.24,6.18,0.9465662240982056
this,6.18,6.74,0.9105156660079956
is,6.74,6.94,0.9708231091499329
she,6.94,7.84,0.8987340331077576
tried,7.84,8.18,0.9948698282241821
to,8.18,8.3,0.9996991157531738
climb,8.3,8.56,0.9964684247970581
the,8.56,8.82,0.980709433555603
oh,8.82,10.72,0.6728501319885254
no,10.72,11.02,0.9941249489784241
no,11.02,11.22,0.9842208623886108
this,11.22,12.32,0.9856014847755432
boy,12.32,12.74,0.9981691837310791
i,15.560000000000006,16.160000000000004,0.8427947759628296
think,16.160000000000004,16.76,0.9997722506523132
this,16.76,16.94,0.9999107122421265
is,16.94,17.12,0.9999827146530151
the,17.12,17.26,0.9998966455459595
same,17.26,17.52,0.9999302625656128
one,17.52,17.76,0.9993476271629333
huh,17.76,18.02,0.693710446357727
tried,18.02,19.58,0.6498742699623108
to,19.58,19.78,0.9999055862426758
get,19.78,19.94,0.9999711513519287
in,19.94,20.08,0.9985796213150024
the,20.08,20.18,0.9998214840888977
cookie,20.18,20.5,0.9991675615310669
jar,20.5,20.86,0.9998772144317627
and,20.86,21.94,0.9993941783905029
she's,21.94,22.3,0.9998754262924194
watching,22.3,22.78,0.9994149208068848
and,26.939999999999998,27.54,0.17322896420955658
over,27.54,27.92,0.9382229447364807
here,27.92,28.32,0.9841216802597046
must,28.32,30.74,0.7261784076690674
be,30.74,30.96,0.9905067682266235
the,30.96,31.14,0.9867035150527954
mother,31.14,31.38,0.9129868149757385
and,35.839999999999996,36.44,0.27131912112236023
what,36.44,36.72,0.7065561413764954
they've,36.72,36.98,0.35373538732528687
been,36.98,37.16,0.6841591596603394
doing,37.16,37.34,0.4196837544441223
here,37.34,37.64,0.9378039836883545
what's,37.64,38.32,0.5649523735046387
going,38.32,38.4,0.9957089424133301
on,38.4,38.7,0.9981593489646912
the,38.7,38.94,0.8394144773483276
stool,38.94,39.26,0.6074439883232117
she,39.26,39.98,0.8785977363586426
was,39.98,40.28,0.9915896058082581
climbing,40.28,40.8,0.9983752965927124
in,40.8,41.78,0.42418938875198364
the,41.78,41.9,0.5855043530464172
stool,41.9,42.2,0.836084246635437
tettura,42.2,42.7,0.24513264869650206
she,46.260000000000005,46.56,0.8881294131278992
was,46.56,46.86,0.527177095413208
doing,46.86,47.12,0.9904477596282959
the,47.12,47.24,0.9650726914405823
dishes,47.24,47.58,0.9647286534309387
she,47.58,48.3,0.8917480707168579
spilled,48.3,50.24,0.9477701187133789
something,50.24,50.68,0.9987383484840393
