word,start,end,probability
i,0.0,0.3,0.884207010269165
see,0.3,0.68,0.9988890290260315
what,0.68,1.18,0.989136815071106
seems,1.18,1.4,0.9989093542098999
to,1.4,1.6,0.9998571872711182
be,1.6,1.76,0.9996877908706665
a,1.76,1.9,0.9990870952606201
mother,1.9,2.24,0.9991515874862671
or,2.24,2.48,0.7434297800064087
could,2.48,2.76,0.8823102712631226
be,2.76,2.94,0.9993890523910522
a,2.94,3.04,0.988145112991333
babysitter,3.04,3.5,0.9969980120658875
with,3.5,3.74,0.9977327585220337
two,3.74,3.94,0.9896296858787537
children,3.94,4.42,0.9995338916778564
a,4.5,4.62,0.9993590712547302
boy,4.62,4.8,0.9999207258224487
and,4.8,4.96,0.9999186992645264
a,4.96,4.98,0.999718964099884
girl,4.98,5.34,0.9998849630355835
the,5.44,5.62,0.9899793863296509
kids,5.62,5.82,0.9998682737350464
are,5.82,5.96,0.9998611211776733
after,5.96,6.18,0.9997772574424744
the,6.18,6.36,0.9999310970306396
cookies,6.36,6.62,0.9998539686203003
and,6.62,6.82,0.5312927961349487
the,6.82,6.92,0.9938117265701294
little,6.92,7.04,0.9997401833534241
boy,7.04,7.28,0.9999479055404663
is,7.28,7.44,0.9973737001419067
going,7.44,7.54,0.9902063012123108
to,7.54,7.72,0.999982476234436
hurt,7.72,7.86,0.9997521042823792
himself,7.86,8.06,0.9998526573181152
really,8.06,8.6,0.9997288584709167
badly,8.6,9.18,0.9998319149017334
and,9.64,10.08,0.9472928643226624
the,10.08,10.22,0.9993246793746948
mother,10.22,10.5,0.9999409914016724
is,10.5,10.68,0.9962408542633057
in,10.68,10.78,0.7548859119415283
not,10.78,11.26,0.999919056892395
too,11.26,11.46,0.9992104768753052
good,11.46,11.62,0.9999902248382568
a,11.62,11.72,0.7633391618728638
shape,11.72,11.98,0.9999232292175293
either,11.98,12.32,0.9987788796424866
because,12.32,12.72,0.9949429631233215
there's,12.72,12.98,0.9867517948150635
water,12.98,13.26,0.9998787641525269
spilling,13.26,13.56,0.9923474490642548
out,13.56,13.82,0.9999926090240479
of,13.82,13.96,0.9999723434448242
the,13.96,14.04,0.9999767541885376
sink,14.04,14.4,0.9998981952667236
and,14.56,14.6,0.7573068737983704
her,14.6,15.26,0.7159619331359863
feet,15.26,15.58,0.9985326528549194
are,15.58,15.68,0.9999192953109741
going,15.68,15.8,0.9952491521835327
to,15.8,15.86,0.9999955892562866
get,15.86,16.02,0.9999948740005493
wet,16.02,16.46,0.9999717473983765
she,16.54,16.7,0.9997465014457703
could,16.7,16.8,0.9997647404670715
slip,16.8,17.22,0.9972463846206665
she,17.4,17.52,0.9999337196350098
could,17.52,17.62,0.9996035695075989
break,17.62,17.88,0.9999326467514038
the,17.88,18.1,0.999995231628418
dishes,18.1,18.42,0.9999655485153198
she,18.62,19.04,0.9998136162757874
would,19.04,19.14,0.9866721630096436
really,19.14,19.32,0.9999909400939941
hurt,19.32,19.66,0.9999727010726929
herself,19.66,19.96,0.9999719858169556
the,20.48,20.92,0.9991067051887512
little,20.92,21.16,0.9999536275863647
girl,21.16,21.7,0.9999834299087524
who,21.74,22.5,0.7596755027770996
thinks,22.5,22.76,0.998956561088562
she's,22.76,23.0,0.9997113943099976
safe,23.0,23.28,0.9999728202819824
enough?,23.28,23.56,0.9997784495353699
looks,23.76,24.2,0.5267594456672668
like,24.2,25.0,0.9999898672103882
she's,25.0,25.22,0.9999843239784241
a,25.22,25.3,0.9999620914459229
little,25.3,25.46,0.999990701675415
worried,25.46,25.9,0.9998797178268433
it's,26.18,26.62,0.9998777806758881
a,26.62,26.66,0.9999932050704956
beautiful,26.66,26.98,0.9999538660049438
day,26.98,27.34,0.9999812841415405
windows,27.98,28.42,0.6457327008247375
are,28.42,28.68,0.9999817609786987
open,28.68,29.02,0.9996777772903442
the,29.02,29.52,0.21488572657108307
curtains,29.52,30.44,0.9973093271255493
are,30.44,30.94,0.5174291208386421
well,32.12,32.64,0.20563377439975739
it's,32.7,32.84,0.9180150330066681
not,32.84,32.88,0.15439289808273315
until,32.88,33.14,0.2713128626346588
monday,33.14,33.4,0.48208779096603394
because,33.4,33.76,0.7265310883522034
the,33.76,33.9,0.8003236055374146
curtains,33.9,34.16,0.8648327589035034
seem,34.16,34.36,0.28160449862480164
to,34.36,34.44,0.9989114999771118
be,34.44,34.62,0.998852014541626
in,34.62,34.74,0.9984413981437683
place,34.74,35.1,0.999004065990448
other,37.4,37.92,0.9573084712028503
than,37.92,38.2,0.9980202913284302
that,38.2,38.44,0.9980744123458862
it,38.54,38.6,0.8764070272445679
seems,38.6,38.78,0.9955192804336548
a,38.78,39.02,0.9722869396209717
very,39.02,39.28,0.9995192289352417
sweet,39.28,40.06,0.9973088502883911
home,40.06,40.58,0.9991756081581116
and,43.93999999999999,44.459999999999994,0.7635908126831055
probably,44.459999999999994,44.98,0.7937377095222473
a,44.98,46.52,0.9926828742027283
little,46.52,46.68,0.8686921000480652
few,46.68,47.34,0.5540890097618103
years,47.34,47.68,0.9992080330848694
ago,47.68,47.94,0.9959567189216614
not,48.02,48.5,0.6322718262672424
right,48.5,49.56,0.9342769980430603
now,49.56,49.86,0.9994159936904907
