word,start,end,probability
well,0.0,0.64,0.8258923292160034
i,0.64,0.76,0.9963561296463013
see,0.76,1.02,0.9934206604957581
the,1.02,1.16,0.9458122849464417
mother,1.16,1.54,0.9773815870285034
is,1.54,1.7,0.9922022819519043
not,1.7,1.86,0.9990992546081543
paying,1.86,2.1,0.9890168905258179
attention,2.1,2.48,0.9705681800842285
and,2.48,2.8,0.9910790324211121
her,2.8,2.96,0.9687747359275818
water,2.96,3.28,0.9788388609886169
is,3.28,3.44,0.9966796636581421
running,3.44,3.68,0.9945008754730225
over,3.68,3.94,0.989876925945282
her,3.94,4.1,0.98386150598526
sink,4.1,4.46,0.9158576726913452
the,4.46,5.26,0.9912844896316528
boy,5.26,5.54,0.996654748916626
has,5.54,5.72,0.9898694157600403
climbed,5.72,6.0,0.9578899145126343
up,6.0,6.16,0.9686726331710815
on,6.16,6.28,0.9336859583854675
the,6.28,6.42,0.969607949256897
ladder,6.42,6.7,0.9907217025756836
to,6.7,6.86,0.9986209869384766
steal,6.86,7.16,0.9996719360351562
some,7.16,7.34,0.9926010966300964
cookies,7.34,7.76,0.9852864742279053
and,7.76,8.28,0.9890802502632141
he's,8.28,8.5,0.859295129776001
falling,8.5,8.72,0.9802237749099731
over,8.72,9.16,0.9976807832717896
the,9.16,9.82,0.9561956524848938
girl,9.82,10.42,0.9735820889472961
is,10.42,10.62,0.9927371144294739
laughing,10.62,11.14,0.991855263710022
the,11.14,12.22,0.969490647315979
grass,12.22,12.44,0.9136512875556946
is,12.44,12.68,0.9976239800453186
growing,12.68,12.9,0.5809831023216248
outside,12.9,13.56,0.9965113997459412
and,13.56,14.46,0.8952762484550476
nobody,14.46,14.74,0.9964842796325684
seems,14.74,15.12,0.9945971965789795
to,15.12,15.34,0.9986530542373657
care,15.34,15.68,0.9979807734489441
they're,15.68,16.3,0.840438187122345
just,16.3,16.44,0.9892038702964783
going,16.44,16.64,0.9916506409645081
on,16.64,16.82,0.9875574111938477
with,16.82,16.94,0.9957271814346313
their,16.94,17.08,0.993981659412384
daily,17.08,17.3,0.9522066116333008
activities,17.3,17.9,0.9739263653755188
no,17.9,19.02,0.9251742959022522
not,19.02,19.4,0.9842644333839417
really,19.4,19.66,0.9963926672935486
