word,start,end,probability
climbing,1.179999999999998,1.859999999999999,0.7625945309797922
dishwashing,1.859999999999999,2.54,0.8205162882804871
boarding,2.74,3.82,0.6015655994415283
stealing,4.2,6.26,0.9595454335212708
cookies,6.26,6.66,0.7782092094421387
wind,7.22,8.76,0.6089045405387878
is,8.76,9.02,0.845571756362915
blowing,9.02,9.32,0.9872156381607056
outside,9.32,10.0,0.9765354990959167
you,10.26,10.42,0.6578966379165649
can,10.42,10.48,0.5270960927009583
see,10.48,10.62,0.9845513701438904
the,10.62,10.74,0.9506691694259644
grass,10.74,10.94,0.9771572947502136
moving,10.94,11.36,0.01853814162313938
while,11.36,11.52,0.21951879560947418
the,11.52,11.64,0.23610220849514008
water,11.64,12.04,0.8526634573936462
is,12.04,12.38,0.8896308541297913
flowing,12.38,12.8,0.9802229404449463
stool,13.2,15.92,0.09294357150793076
is,15.92,16.38,0.8801915049552917
it's,16.52,18.94,0.4753062278032303
being,18.94,19.14,0.5630937218666077
the,19.4,19.98,0.34861183166503906
door,19.98,20.32,0.567829966545105
is,20.32,20.64,0.9486151933670044
open,20.64,21.14,0.8423460125923157
i'm,21.38,23.42,0.6259889155626297
sorry,23.42,23.66,0.9659431576728821
sorry,23.78,24.08,0.11673490703105927
that's,24.16,24.52,0.7627421915531158
not,24.52,24.62,0.6216151118278503
good,24.62,24.86,0.40722790360450745
stepping,25.02,28.98,0.43878963589668274
stepping,33.92,35.7,0.17894814908504486
stepping,35.82,36.52,0.5817906260490417
stepping,36.72,38.1,0.7736278176307678
stepping,38.1,38.58,0.8771459460258484
stepping,38.58,38.98,0.9118883609771729
stepping,38.98,40.92,0.9192065000534058
motion,42.480000000000004,42.92,0.08636346459388733
of,42.92,43.04,0.8660780787467957
the,43.04,43.12,0.7894454002380371
hands,43.12,43.6,0.9307137727737427
boarding,43.72,44.62,0.0013269108021631837
boarding,44.64,45.02,0.48969611525535583
and,45.14,45.42,0.7948250770568848
the,45.42,45.62,0.8598688840866089
motion,45.62,46.08,0.46751174330711365
on,46.08,46.5,0.49434083700180054
the,46.5,46.7,0.94481360912323
cliffs,46.7,47.24,0.6715121269226074
reaching,47.54,48.9,0.8252977132797241
bookie,49.3,50.98,0.4682110846042633
jar,50.98,51.24,0.9250471591949463
our,51.42,51.56,0.3889814019203186
wave,51.56,51.8,0.08570589870214462
is,51.8,52.0,0.9742067456245422
falling,52.0,52.3,0.8595566153526306
the,52.6,53.44,0.9021854400634766
door,53.44,53.66,0.7754451036453247
is,53.66,53.8,0.942947506904602
open,53.8,54.18,0.8312726020812988
sink,54.38,58.14,0.8159605264663696
is,58.14,58.34,0.6553563475608826
overflowing,58.34,58.94,0.940150797367096
the,58.96,59.08,0.39138734340667725
last,59.08,59.2,0.7785226702690125
of,59.2,59.34,0.9868329167366028
the,59.34,59.44,0.991849422454834
water,59.44,59.62,0.619513750076294
is,59.62,59.8,0.9730491638183594
flying,59.8,60.08,0.41060134768486023
it's,60.5,61.98,0.6330306679010391
gonna,61.98,62.06,0.8323330879211426
be,62.06,62.18,0.9968373775482178
out,62.18,62.3,0.495629221200943
of,62.3,62.34,0.958616316318512
posit,62.34,62.72,0.10691718012094498
it's,62.94,63.82,0.6833874136209488
flashing,63.82,64.14,0.5226843953132629
