word,start,end,probability
a,0.0,0.42,0.3091050684452057
mother,0.42,0.62,0.9833606481552124
standing,0.62,0.82,0.8398116230964661
by,0.82,1.26,0.992693305015564
the,1.26,1.46,0.9777827262878418
sink,1.46,1.86,0.9977403879165649
kind,2.02,3.28,0.7000113725662231
of,3.28,3.42,0.9948837161064148
looks,3.42,3.6,0.9723495244979858
like,3.6,3.8,0.9641649127006531
lost,3.8,4.06,0.9708932638168335
in,4.06,4.3,0.9834704995155334
thought,4.3,4.54,0.9902618527412415
wiping,4.68,5.0,0.9951155185699463
a,5.0,5.3,0.9891424775123596
dish,5.3,5.66,0.9986960291862488
the,5.96,6.44,0.9954694509506226
sink,6.44,6.7,0.999007523059845
is,6.7,6.84,0.9975426197052002
over,6.84,7.08,0.9983830451965332
flying,7.22,7.46,0.7797268629074097
with,7.46,7.6,0.8313650488853455
water,7.6,7.88,0.9970692992210388
she,7.94,8.08,0.9984204769134521
doesn't,8.08,8.34,0.9986594021320343
seem,8.34,8.54,0.9994539618492126
too,8.54,8.7,0.9933103322982788
concerned,8.7,9.22,0.9995645880699158
a,10.12,10.6,0.6918559670448303
boy,10.6,10.86,0.9946375489234924
is,10.86,11.3,0.9899937510490417
on,11.3,11.44,0.9976822137832642
a,11.44,11.6,0.9877129793167114
stool,11.6,11.86,0.9979344606399536
that's,11.86,12.1,0.8371411561965942
about,12.1,12.32,0.9995753169059753
to,12.32,12.62,0.9994450211524963
tip,12.62,13.36,0.9354802966117859
over,13.36,14.16,0.9986748695373535
he's,14.26,14.62,0.9992944300174713
in,14.62,14.74,0.9996077418327332
the,14.74,14.88,0.9903200268745422
cookie,14.88,15.1,0.9990901947021484
jar,15.1,15.42,0.9997859597206116
his,15.64,15.78,0.9951512813568115
sister's,15.78,16.22,0.9953162670135498
got,16.22,16.34,0.9997403025627136
her,16.34,16.5,0.9995941519737244
hand,16.5,16.72,0.9995874762535095
up,16.72,16.96,0.9971910119056702
reached,16.98,17.32,0.9891535639762878
waiting,17.54,18.64,0.6460223197937012
for,18.64,19.16,0.9998939037322998
a,19.16,19.32,0.9990965127944946
cookie,19.32,19.6,0.9998782873153687
and,20.7,21.18,0.9489101767539978
the,21.18,21.66,0.991919755935669
mother,21.66,22.96,0.9997811913490295
seems,22.96,23.2,0.9992596507072449
oblivious,23.2,23.96,0.99788898229599
to,23.96,24.16,0.9982432126998901
what,24.16,24.32,0.9998942613601685
they're,24.32,24.56,0.9997037649154663
doing,24.56,24.82,0.9998838901519775
