word,start,end,probability
this,7.06,7.96,0.1840297430753708
little,7.96,8.26,0.9497073292732239
boy,8.26,8.7,0.980832576751709
is,8.7,9.08,0.21196605265140533
a,9.08,9.32,0.20002147555351257
cookie,9.32,10.46,0.3506872355937958
jar,10.46,10.78,0.6002219915390015
he's,10.96,11.38,0.5323203206062317
got,11.38,11.66,0.6398462057113647
another,11.66,11.86,0.30974289774894714
throw,11.86,12.6,0.31343409419059753
which,12.6,13.58,0.4822670519351959
is,13.58,13.74,0.8438408374786377
tipping,13.74,14.92,0.9430884718894958
over,14.92,15.96,0.9887452721595764
and,17.04,17.94,0.3642813265323639
just,17.94,18.52,0.3606140911579132
spin,18.52,19.44,0.35801970958709717
there,19.44,20.74,0.4687189757823944
wanting,22.619999999999997,23.38,0.3773807235993445
some,23.38,23.52,0.9390939474105835
cookies,23.52,23.84,0.5726763010025024
too,23.84,24.16,0.6814011335372925
and,30.14,30.9,0.09122922271490097
all,30.9,31.28,0.326852411031723
goes,31.28,31.7,0.1894587278366089
behind,31.7,32.72,0.23647914826869965
another's,32.72,35.2,0.7663648426532745
back,35.2,35.46,0.9948163628578186
she's,35.78,36.16,0.640889585018158
washing,36.16,37.54,0.9682520031929016
dishes,37.54,38.26,0.6757799983024597
water's,41.260000000000005,42.02,0.7258537411689758
running,42.02,42.24,0.9927873015403748
over,42.24,42.68,0.9264478087425232
she,42.78,42.94,0.9388005137443542
must,42.94,43.1,0.9964227080345154
be,43.1,43.32,0.997481644153595
daydreaming,43.32,43.86,0.9128146767616272
the,43.94,44.1,0.9504884481430054
water's,44.1,44.5,0.9581201076507568
running,44.5,44.74,0.998518168926239
over,44.74,45.36,0.8919429183006287
onto,45.36,46.88,0.8997936844825745
the,46.88,47.16,0.998481810092926
floor,47.16,47.8,0.9994959831237793
and,49.02,49.78,0.425118625164032
now,49.78,49.78,0.1804591864347458
the,49.78,49.78,0.18686449527740479
thing's,49.78,49.78,0.18189614731818438
running,49.78,49.78,0.0906994566321373
what,50.74,50.74,0.00981889571994543
is,50.74,50.74,0.7036001682281494
it?,50.74,50.92,0.6212599277496338
and,54.94,55.44,0.21418115496635437
there,55.44,55.66,0.6905249357223511
are,55.66,55.76,0.7007663249969482
a,55.76,55.9,0.8129851222038269
couple,55.9,56.08,0.9933997392654419
of,56.08,56.2,0.5200770497322083
dishes,56.2,57.22,0.6448705792427063
there,57.22,57.74,0.1112610250711441
she,59.78,60.28,0.8739716410636902
must,60.28,60.52,0.9724719524383545
be,60.52,60.74,0.8747852444648743
drying,60.74,61.0,0.056973572820425034
the,61.0,61.22,0.9899501800537109
dishes,61.22,61.56,0.994743824005127
they,61.6,61.88,0.46572035551071167
look,61.88,62.08,0.3952210545539856
dried,62.08,62.38,0.8287772536277771
on,62.38,62.68,0.9910127520561218
the,62.68,62.82,0.9962893724441528
counter,62.82,63.34,0.9986029267311096
the,65.76,66.26,0.48379436135292053
one,66.26,66.5,0.9699296355247498
in,66.5,66.64,0.6592654585838318
her,66.64,66.78,0.7412174344062805
hand,66.78,67.02,0.9726549386978149
i,67.06,67.16,0.606545090675354
thought,67.16,67.26,0.7854560017585754
she,67.26,67.46,0.9576165676116943
was,67.46,67.6,0.3406256437301636
just,67.6,67.8,0.7136145234107971
typing,67.8,68.06,0.47183334827423096
now,68.2,68.48,0.142822727560997
behind,68.5,69.18,0.0892653688788414
the,69.18,69.36,0.8426923751831055
back,69.36,69.68,0.6696287989616394
there's,69.72,70.0,0.8460100889205933
a,70.0,70.0,0.705199658870697
yard,70.0,70.42,0.9956634640693665
on,71.36,71.86,0.22132757306098938
the,71.86,71.94,0.760085940361023
sidewalk,71.94,73.2,0.2989899516105652
another,74.8,75.3,0.510165274143219
way,75.3,75.8,0.8731421828269958
at,75.8,75.96,0.3559809923171997
the,75.96,76.04,0.9936022162437439
house,76.04,76.44,0.9614230990409851
another,76.44,76.64,0.9031853675842285
window,76.64,77.06,0.9991751313209534
and,79.34,79.84,0.27210405468940735
probably,79.84,80.2,0.12344091385602951
a,80.2,80.72,0.1581161618232727
little,80.72,80.72,0.043537724763154984
bit,80.72,80.72,0.33570942282676697
more,80.72,80.72,0.20820212364196777
and,80.74,80.74,0.006239588838070631
a,80.74,80.78,0.0343061126768589
beach,80.78,81.16,0.5426416993141174
i,81.38,81.64,0.18635158240795135
can't,81.64,81.94,0.32037653028964996
even,81.94,82.18,0.4546507000923157
