word,start,end,probability
wow,0.0,0.74,0.10050254315137863
well,3.36,3.88,0.5305614471435547
i,3.98,4.08,0.39233964681625366
must,4.08,4.34,0.8732673525810242
be,4.34,4.64,0.9968259334564209
daydreaming,4.64,5.1,0.9692217906316122
because,5.1,5.54,0.8007223010063171
the,5.54,6.04,0.9515429139137268
wires,6.04,6.3,0.33278632164001465
over,6.3,6.46,0.14797072112560272
falling,6.46,6.84,0.31648996472358704
sick,6.84,7.18,0.24420028924942017
and,7.18,7.82,0.6098113059997559
the,10.119999999999997,10.639999999999999,0.049893930554389954
windows,10.639999999999999,11.16,0.8838038444519043
open,11.16,11.5,0.8809332251548767
she's,12.84,13.36,0.8649885058403015
shocked,13.36,13.72,0.24411770701408386
abish,13.72,14.3,0.5576473325490952
the,21.139999999999993,21.659999999999997,0.48037686944007874
boys,21.659999999999997,22.18,0.8710079789161682
in,22.18,22.42,0.9558680057525635
the,22.42,22.52,0.9962130784988403
cookie,22.52,22.76,0.8920698165893555
jar,22.76,23.08,0.9663813710212708
giving,23.08,23.52,0.7897241115570068
his,23.52,23.78,0.43872565031051636
cooking,23.78,24.04,0.2941151559352875
jar,24.04,24.84,0.750719428062439
and,24.84,24.96,0.37560009956359863
giving,24.96,25.1,0.5150913596153259
his,25.1,25.26,0.88998943567276
sister,25.26,25.54,0.9822089076042175
and,25.54,25.7,0.5386249423027039
it's,25.7,25.92,0.6402412950992584
bound,25.92,26.08,0.4769577383995056
to,26.08,26.26,0.9767621159553528
fall,26.26,26.48,0.9823991656303406
off,26.48,26.68,0.9565435647964478
the,26.68,26.8,0.8613053560256958
stool,26.8,27.04,0.98450767993927
and,28.1,28.54,0.34267526865005493
my,28.54,28.98,0.7472733855247498
sister,28.98,29.24,0.9806725382804871
is,29.24,29.62,0.6554202437400818
a,29.62,30.24,0.3578170835971832
normal,30.24,31.54,0.6962953805923462
girl,31.54,31.9,0.8865965604782104
i,32.0,32.08,0.5631252527236938
don't,32.08,32.16,0.9286074340343475
know,32.16,32.18,0.9806851148605347
if,32.18,32.28,0.7279253005981445
it's,32.28,32.34,0.5336675345897675
a,32.34,32.42,0.45240306854248047
sister,32.42,32.64,0.9686039686203003
or,32.64,32.74,0.9795931577682495
not,32.74,32.9,0.9946355223655701
but,32.98,33.12,0.9685854911804199
the,33.12,33.2,0.8448725938796997
little,33.2,33.3,0.980441689491272
girl,33.3,33.66,0.9952625036239624
has,33.66,33.9,0.9852554798126221
her,33.9,34.06,0.9761142730712891
finger,34.06,34.76,0.9244738221168518
to,34.76,34.92,0.9588693380355835
her,34.92,35.0,0.9934185743331909
mouth,35.0,35.3,0.9984544515609741
so,35.3,35.52,0.2957611680030823
she's,35.52,35.84,0.9580717384815216
trying,35.84,36.16,0.9904753565788269
to,36.16,36.42,0.9801856279373169
trying,39.82000000000001,40.260000000000005,0.0004188358143437654
to,40.260000000000005,40.7,0.9172840118408203
get,40.7,40.84,0.9608551859855652
him,40.84,40.96,0.8980672359466553
to,40.96,41.06,0.9911702871322632
be,41.06,41.14,0.9934294819831848
quiet,41.14,41.52,0.9929441809654236
as,48.64000000000001,49.080000000000005,0.18679393827915192
i,49.080000000000005,49.52,0.961921751499176
have,49.52,49.68,0.6138043403625488
to,49.68,49.86,0.9814150929450989
garage,49.86,50.1,0.18303528428077698
her,50.1,50.54,0.8241485357284546
house,50.54,50.82,0.9798208475112915
he,50.86,50.94,0.4495980739593506
ends,50.94,51.02,0.10218187421560287
up,51.02,51.12,0.5577463507652283
doping,51.12,51.42,0.673998087644577
i'm,63.3,63.54,0.22026273980736732
not,63.54,63.6,0.07135798037052155
sure,63.6,63.6,0.11521171033382416
if,63.6,63.66,0.25096675753593445
i'm,63.66,63.82,0.2673882767558098
doing,63.82,63.82,0.16764698922634125
it,63.82,63.82,0.39219048619270325
right,63.82,63.88,0.6552746295928955
or,63.88,63.94,0.08733925968408585
not,63.94,64.2,0.5252084732055664
i'm,64.2,64.34,0.3583226948976517
not,64.34,64.54,0.4344881474971771
sure,64.54,64.54,0.9111102223396301
if,64.54,64.56,0.587938666343689
i'm,64.56,64.66,0.9371917843818665
doing,64.66,65.0,0.9777054190635681
it,65.0,65.0,0.9961680769920349
right,65.0,65.14,0.9841017127037048
or,65.14,65.16,0.7294248938560486
not,65.16,65.42,0.9982335567474365
