word,start,end,probability
uh,0.0,0.14,0.15544332563877106
the,0.36,0.64,0.9803764820098877
sink's,0.64,1.08,0.9249798655509949
running,1.08,1.3,0.9047399163246155
over,1.3,1.82,0.9974334836006165
water's,3.68,4.24,0.7671447396278381
going,4.24,4.36,0.8796794414520264
all,4.36,4.64,0.9933531284332275
over,4.64,4.94,0.9921064376831055
the,4.94,5.12,0.9773721098899841
floor,5.12,5.44,0.731961190700531
here,6.2,6.76,0.8955118656158447
the,6.92,7.1,0.9895201921463013
boy,7.1,7.38,0.956332802772522
the,7.54,7.72,0.9839782118797302
stepladder's,7.72,8.58,0.7805650383234024
turning,8.58,8.96,0.700514018535614
under,8.96,9.36,0.9964475631713867
his,9.36,9.64,0.9914364218711853
legs,9.64,10.78,0.9970715045928955
and,10.96,11.32,0.9959679841995239
he's,11.32,11.58,0.997477799654007
stealing,11.58,11.88,0.9933921694755554
cookies,11.88,12.3,0.9636649489402771
out,12.3,12.66,0.8779007792472839
of,12.66,12.72,0.98792564868927
the,12.72,12.84,0.9383037090301514
koofy,12.84,13.06,0.5882227122783661
jar,13.06,13.4,0.9969043135643005
and,14.72,15.28,0.9917530417442322
she's,15.28,15.94,0.993133932352066
begging,15.94,16.78,0.9254572987556458
for,16.78,17.1,0.997960090637207
cookies,17.1,17.52,0.9965961575508118
to,17.52,17.76,0.5917624831199646
grow,17.76,17.98,0.38925930857658386
coming,19.34,19.9,0.8736780285835266
back,19.9,20.1,0.9997668862342834
to,20.1,20.42,0.9993910789489746
the,20.42,20.56,0.9995468258857727
sink,20.56,21.04,0.9985030889511108
let's,21.08,21.34,0.939567357301712
see,21.34,21.54,0.9994747042655945
well,21.6,22.84,0.23277492821216583
almost,23.68,24.24,0.46393507719039917
stepping,24.24,24.62,0.8723672032356262
in,24.62,24.94,0.9861759543418884
the,24.94,25.06,0.9992372989654541
water,25.06,25.46,0.9997692704200745
and,25.54,25.64,0.8632766604423523
i,25.64,25.7,0.9808102250099182
said,25.7,25.94,0.9854373335838318
i,25.94,26.5,0.719412624835968
said,26.5,26.76,0.9292439222335815
the,26.76,26.94,0.4409336745738983
sink,26.94,27.26,0.06474635004997253
was,27.26,28.2,0.9166011214256287
running,28.2,28.5,0.9215719699859619
over,28.5,28.84,0.9357324242591858
she's,29.08,29.72,0.9829844832420349
drying,29.72,30.1,0.8052563071250916
dishes,30.1,30.5,0.9829062223434448
there's,37.68,38.32,0.652178019285202
something,38.32,38.96,0.9360163807868958
that,38.96,39.54,0.9179677963256836
i,39.54,39.72,0.9654353857040405
don't,39.72,39.86,0.9497630894184113
know,39.86,39.98,0.39157772064208984
what,39.98,40.22,0.9061739444732666
it,40.22,40.26,0.9969156980514526
is,40.26,40.46,0.9986565113067627
written,40.46,41.26,0.5535237789154053
on,41.26,41.6,0.997816801071167
my,41.6,41.88,0.6711359024047852
grass,41.88,42.58,0.9840408563613892
it,42.64,42.96,0.9970080256462097
seems,42.96,43.26,0.9991067051887512
and,44.56,45.2,0.8608205914497375
that's,51.2,51.84,0.6573008894920349
it,51.84,51.84,0.7694095969200134
two,51.98,52.18,0.5039810538291931
three,52.44,52.84,0.9929013848304749
something's,52.98,53.52,0.3475045710802078
there,53.52,53.76,0.8311243653297424
i,70.58000000000001,71.12,0.41290801763534546
don't,71.12,71.66,0.9165070652961731
see,71.66,71.86,0.9642514586448669
anything,71.86,72.14,0.5898680686950684
else,72.14,72.68,0.9969468712806702
there,72.68,72.98,0.9504163861274719
she's,73.96,74.5,0.933548778295517
stepping,74.5,74.8,0.03083895333111286
in,74.8,75.08,0.9419928193092346
the,75.08,75.26,0.9944407343864441
water,75.26,75.6,0.9987063407897949
i,76.42,76.96,0.22673089802265167
said,76.96,77.16,0.2179311066865921
there's,77.36,77.62,0.54319117218256
no,77.62,77.84,0.9503114223480225
hook,77.84,78.08,0.04494231566786766
that's,85.94,86.12,0.8526431024074554
still,86.12,86.38,0.9907454252243042
something,86.38,86.86,0.9284109473228455
down,86.86,87.14,0.9913873076438904
there,87.14,87.38,0.9823178052902222
that,87.38,87.54,0.7218926548957825
i,87.54,87.74,0.9978477954864502
can't,87.74,88.06,0.6556130051612854
see,88.06,88.26,0.9940382242202759
oh,93.5,94.02,0.22494371235370636
my,94.04,94.2,0.9788105487823486
they're,94.22,94.54,0.704780250787735
out,94.54,94.7,0.9496352672576904
so,94.7,94.94,0.9931562542915344
far,94.94,95.18,0.9957083463668823
and,95.46,95.92,0.9497628211975098
he's,95.92,96.22,0.8487095534801483
on,96.22,96.4,0.737235426902771
a,96.4,96.68,0.9831589460372925
the,96.68,97.94,0.3816496431827545
stool,97.94,98.32,0.9983205199241638
is,98.32,98.62,0.8204203844070435
gonna,98.62,98.86,0.24792884290218353
fall,98.86,99.18,0.9989272952079773
over,99.18,99.62,0.9714031219482422
all,100.2,100.72,0.739031195640564
this,100.72,100.92,0.8663809299468994
gill,100.92,101.28,0.6067424118518829
and,101.28,101.36,0.8436552286148071
cooking,101.36,101.66,0.9945737719535828
there's,104.10000000000001,104.62,0.9918999373912811
a,104.62,104.68,0.9998039603233337
plate,104.68,105.0,0.9359838366508484
and,105.0,105.16,0.8933223485946655
two,105.16,105.32,0.9985669255256653
fouts,105.32,105.74,0.7244580686092377
on,105.74,106.7,0.9850260615348816
the,106.7,106.9,0.9997792840003967
sink,106.9,107.22,0.9999034404754639
and,107.24,107.38,0.9980423450469971
she's,107.38,107.68,0.9997534155845642
got,107.68,107.84,0.9990230798721313
a,107.84,107.96,0.9990835189819336
plate,107.96,108.22,0.9984822869300842
in,108.22,108.42,0.9967080354690552
her,108.42,108.52,0.9995042085647583
hand,108.52,108.88,0.9995759129524231
i,113.36,113.88,0.8786265850067139
don't,113.88,114.04,0.988326221704483
see,114.04,114.22,0.9995558857917786
anything,114.22,114.48,0.997186005115509
else,114.48,114.94,0.4678751230239868
