word,start,end,probability
the,0.0,0.52,0.6908012628555298
boy,0.52,0.8,0.9926478862762451
is,0.8,1.08,0.9934046864509583
taking,1.08,1.42,0.9862865805625916
cookies,1.42,2.34,0.9151355028152466
from,2.34,2.7,0.9971351623535156
the,2.7,2.88,0.9949613809585571
cookie,2.88,3.12,0.998316764831543
jar,3.12,3.48,0.9960371851921082
giving,3.72,4.14,0.9933856129646301
one,4.14,4.44,0.9944756627082825
to,4.44,4.66,0.9972676038742065
his,4.66,4.86,0.9924748539924622
sister,4.86,5.22,0.941336452960968
also,5.32,5.78,0.690345287322998
falling,5.78,6.38,0.9859565496444702
off,6.38,6.82,0.9899330139160156
the,6.82,7.04,0.9200774431228638
stool,7.04,7.34,0.9946885108947754
he,7.34,7.58,0.8784401416778564
is,7.58,7.76,0.6732124090194702
on,7.76,7.94,0.9935560822486877
the,8.64,9.24,0.9890905022621155
mother,9.24,9.56,0.9952911138534546
is,9.56,9.8,0.9987331032752991
washing,9.8,10.14,0.99750155210495
dishes,10.14,10.66,0.9956048727035522
letting,10.9,11.42,0.502261221408844
the,11.42,11.78,0.9977236390113831
sink,11.78,12.08,0.9983053207397461
overflow,12.08,12.46,0.9892598390579224
hitting,13.16,14.02,0.6348919868469238
all,14.02,14.26,0.9928215146064758
over,14.26,14.5,0.9987187385559082
the,14.5,14.72,0.999582827091217
floor,14.72,15.04,0.9997169375419617
i,18.34,18.94,0.9821544885635376
see,18.94,19.18,0.9935528039932251
nothing,19.18,19.46,0.9974759221076965
the,31.219999999999995,31.58,0.10531924664974213
girl,31.58,31.86,0.10573352873325348
is,31.86,32.04,0.9241461753845215
saying,32.04,32.36,0.7139402627944946
be,32.4,32.56,0.6551993489265442
quiet,32.56,32.9,0.970502495765686
be,32.98,33.18,0.6328920722007751
silent,33.18,33.4,0.39840009808540344
i,37.1,37.46,0.8981508612632751
don't,37.46,37.66,0.9875528216362
know,37.66,37.76,0.9890455007553101
what,37.76,37.88,0.8858165144920349
the,37.88,38.06,0.9279873967170715
mother,38.06,38.24,0.06614445894956589
gets,38.24,38.46,0.46072155237197876
by,38.46,38.68,0.693192183971405
standing,38.68,39.22,0.9894077181816101
in,39.22,39.44,0.40074750781059265
the,39.44,39.52,0.7535371780395508
middle,39.52,39.64,0.5318800806999207
of,39.64,39.78,0.6392190456390381
the,39.78,39.86,0.699347198009491
walk,39.86,40.02,0.1735367476940155
that's,43.22,43.58,0.9599549174308777
all,43.58,43.94,0.9981318116188049
i,43.94,44.12,0.9948068261146545
see,44.12,44.3,0.17209815979003906
what,44.660000000000004,45.02,0.9887204766273499
have,45.02,45.12,0.9388846755027771
i,45.12,45.2,0.9997326731681824
missed?,45.2,45.52,0.9987480640411377
