word,start,end,probability
action,0.9600000000000002,1.84,0.7192272543907166
type,1.84,2.36,0.805085301399231
things,2.36,2.8,0.9862282276153564
there,3.48,4.36,0.9785169959068298
is,4.36,4.56,0.9335569143295288
water,4.56,4.88,0.998335063457489
coming,4.88,5.18,0.9984671473503113
out,5.18,5.52,0.9975905418395996
of,5.52,5.62,0.9966769218444824
a,5.62,5.76,0.9808589816093445
faucet,5.76,6.38,0.9984276592731476
into,6.38,7.72,0.9511419534683228
a,7.72,8.2,0.9976061582565308
basin,8.2,9.44,0.9973486661911011
which,9.44,9.96,0.8797012567520142
is,9.96,10.2,0.9992532134056091
overflowing,10.2,10.86,0.994340717792511
onto,10.86,11.48,0.9842319488525391
the,11.48,11.78,0.999397873878479
floor,11.78,12.26,0.9992861151695251
the,13.46,14.34,0.6553187370300293
mother,14.34,14.74,0.9946330785751343
is,14.74,15.02,0.9994107484817505
drying,15.02,15.5,0.9950592517852783
dishes,15.5,16.16,0.9381262063980103
and,16.16,16.9,0.8472947478294373
she's,16.9,17.54,0.9282414019107819
walking,17.54,17.98,0.998096764087677
in,17.98,18.42,0.9983579516410828
the,18.42,18.5,0.9993815422058105
water,18.5,18.92,0.9997000694274902
that,18.92,19.26,0.9855544567108154
is,19.26,19.42,0.9973948001861572
flowing,19.42,19.72,0.9890967011451721
on,19.72,20.04,0.95306795835495
the,20.04,20.16,0.4281950891017914
floor,20.16,20.42,0.43476602435112
two,22.8,23.48,0.8925642371177673
children,23.48,24.02,0.9906097054481506
are,24.02,24.3,0.9768945574760437
stealing,24.3,24.66,0.9942037463188171
cookies,24.66,25.24,0.9959327578544617
one,25.4,26.62,0.9891412258148193
of,26.62,26.8,0.9960106611251831
whom,26.8,27.04,0.7346802949905396
is,27.04,27.26,0.9937454462051392
up,27.26,27.4,0.9696310758590698
on,27.4,27.62,0.9944813251495361
a,27.62,27.94,0.994103729724884
stool,27.94,30.54,0.9702627062797546
that,30.54,32.98,0.927996039390564
is,32.98,33.2,0.9974386692047119
about,33.2,33.54,0.9992355108261108
to,33.54,33.8,0.9978172779083252
fall,33.8,34.16,0.9983312487602234
he's,35.5,36.18,0.8705053627490997
removing,36.18,36.44,0.9922195672988892
cookies,36.44,37.08,0.9946727156639099
from,37.08,37.52,0.9989110231399536
an,37.52,37.68,0.9903261065483093
upper,37.68,37.9,0.9986372590065002
shelf,37.9,38.32,0.9983335137367249
in,38.32,38.54,0.9789189696311951
the,38.54,38.64,0.7665348052978516
closet,38.64,39.12,0.9988123178482056
the,42.14,42.82,0.9860396385192871
wind,42.82,43.12,0.9881272912025452
appears,43.12,43.42,0.997810423374176
to,43.42,43.9,0.9996989965438843
be,43.9,44.1,0.999488353729248
blowing,44.1,44.52,0.998073935508728
because,44.52,45.0,0.895370602607727
the,45.0,45.44,0.9953118562698364
curtains,45.44,47.42,0.9915547966957092
appear,47.42,47.88,0.8720908761024475
to,47.88,48.28,0.9878183603286743
be,48.28,48.62,0.9927695393562317
closed,48.62,50.02,0.08331841975450516
the,50.02,50.02,0.30070680379867554
mother,50.02,50.02,0.0028241975232958794
is,50.02,50.02,0.15434974431991577
sitting,50.02,50.02,0.033601559698581696
in,50.02,50.02,0.23171773552894592
the,50.02,50.02,0.449153333902359
closet,50.02,50.02,0.12818223237991333
and,50.02,50.02,0.15108296275138855
she's,50.02,50.02,0.25130487978458405
trying,50.02,50.42,2.6166177121922374e-05
to,50.42,50.44,0.7123779058456421
get,50.44,50.48,0.536886990070343
out,50.48,50.5,0.023174233734607697
of,50.5,50.58,0.5232513546943665
the,50.58,50.82,0.7940379977226257
closet,50.82,51.22,0.00015323875413741916
the,52.76,53.44,0.00706369848921895
mother,53.44,53.8,6.379943806678057e-05
is,53.8,53.94,0.12058895081281662
trying,53.94,54.28,0.040864042937755585
to,54.28,55.2,0.941569447517395
get,55.2,56.32,0.5180808901786804
out,56.32,56.56,0.594571590423584
of,56.56,56.56,0.7722970843315125
the,56.56,56.56,0.8475638628005981
closet,56.56,56.56,0.9458622336387634
the,56.56,56.56,0.23689202964305878
children,56.56,56.56,0.00013690524792764336
