word,start,end,probability
boy,2.259999999999997,3.04,0.13279291987419128
i,3.06,3.56,0.8656505942344666
take,3.56,4.22,0.28362828493118286
a,4.22,4.3,0.602510392665863
cookie,4.3,4.72,0.9221750497817993
jar,4.72,4.94,0.03085792437195778
the,6.26,7.04,0.7487682700157166
stool,7.04,7.5,0.9284600615501404
is,7.5,7.88,0.9992063641548157
falling,7.88,8.74,0.8182811737060547
a,11.68,12.46,0.8918886780738831
little,12.46,12.66,0.999096155166626
girl,12.66,12.96,0.9997521042823792
is,12.96,13.18,0.9995529055595398
reaching,13.18,13.54,0.9992295503616333
water,14.84,15.62,0.9866967797279358
is,15.62,15.94,0.9993042945861816
running,15.94,16.3,0.9988852143287659
out,16.3,16.62,0.9996013045310974
of,16.62,16.7,0.9889971017837524
the,16.7,16.74,0.9607083201408386
faucet,16.74,17.38,0.8991762399673462
water,17.97,18.36,0.918318510055542
is,18.36,18.66,0.9995623230934143
overflowing,18.66,19.3,0.9872665107250214
the,19.3,19.56,0.9816784262657166
sink,19.56,20.96,0.9856356382369995
woman,21.94,22.72,0.6167033314704895
is,22.72,23.14,0.9987070560455322
pushing,23.14,24.18,0.84478360414505
dishes,24.18,24.56,0.7578962445259094
the,38.22,38.86,0.0057907504960894585
girl,38.86,38.86,0.0001807986991479993
used,38.86,39.18,0.0035231446381658316
the,39.18,39.54,0.06548413634300232
paper,39.54,46.52,0.0002255972649436444
towel,46.52,47.32,8.803037053439766e-05
people,47.32,47.32,2.8332677175058052e-05
were,47.32,47.32,0.020865527912974358
available,47.32,47.64,0.00015721899399068207
no,47.96,48.18,0.010977181605994701
one,48.18,48.36,0.2787328362464905
was,48.36,48.36,0.20262999832630157
available,48.36,48.36,0.03220932185649872
real,48.36,48.36,0.0009351664339192212
like,48.62,48.62,0.0008403361425735056
it?,48.62,48.62,0.013884931802749634
watch,48.62,48.62,1.615715336811263e-05
the,48.62,49.3,0.07323777675628662
window,49.3,49.9,0.0002161397715099156
in,49.9,49.9,0.07282141596078873
the,49.9,50.1,0.23934783041477203
room,50.1,50.1,0.025294123217463493
