word,start,end,probability
the,2.0800000000000023,2.52,0.4660155475139618
boys,2.52,2.8,0.8285855054855347
could,2.8,3.0,0.6593194007873535
ignore,3.0,3.28,0.4731724262237549
making,3.28,3.46,0.6385079026222229
fun,3.46,3.8,0.9985588192939758
of,3.8,3.94,0.9888842105865479
the,3.94,4.04,0.9795660376548767
boy,4.04,4.22,0.836249589920044
she'd,4.22,4.52,0.2111435579136014
made,4.52,4.64,0.6402587890625
fun,4.64,4.88,0.9955377578735352
of,4.88,5.0,0.9954343438148499
him,5.0,5.06,0.9798917174339294
so,5.06,5.14,0.9952444434165955
much,5.14,5.44,0.9995524287223816
while,5.44,5.78,0.6054378747940063
he,5.78,5.92,0.9447681903839111
was,5.92,6.06,0.994971513748169
stealing,6.06,6.36,0.992671012878418
a,6.36,6.56,0.9224971532821655
cookie,6.56,6.78,0.9657153487205505
out,6.78,6.98,0.9868376851081848
of,6.98,7.06,0.9785868525505066
the,7.06,7.1,0.8500932455062866
cookie,7.1,7.3,0.998755931854248
jar,7.3,7.62,0.9995477795600891
and,7.62,8.48,0.9552256464958191
it,8.48,8.6,0.6536508202552795
made,8.6,8.78,0.9975927472114563
him,8.78,8.9,0.9983494281768799
trick,8.9,9.14,0.788398265838623
and,9.14,10.0,0.955309271812439
he's,10.0,10.24,0.9631170630455017
going,10.24,10.38,0.9603902101516724
to,10.38,10.56,0.9996071457862854
fall,10.56,10.8,0.9931558966636658
the,10.8,11.02,0.9661971926689148
mother,11.02,11.3,0.9985678195953369
is,11.3,11.46,0.8445956707000732
listening,11.46,12.3,0.9967641830444336
to,12.3,12.6,0.9998637437820435
the,12.6,12.68,0.5541390776634216
kids,12.68,13.0,0.9999121427536011
she's,13.0,13.6,0.9980393052101135
drying,13.6,13.82,0.9463435411453247
dishes,13.82,14.16,0.9841316342353821
she,14.16,14.98,0.9731746912002563
gets,14.98,15.12,0.41704511642456055
the,15.12,15.24,0.8781048059463501
window,15.24,15.42,0.6959758400917053
and,15.42,15.6,0.3474143445491791
hits,15.6,15.82,0.35390505194664
the,15.82,15.98,0.8951680064201355
mirror,15.98,16.22,0.9996633529663086
she,16.22,17.08,0.991273820400238
isn't,17.08,17.34,0.955182284116745
paying,17.34,17.5,0.9989656209945679
attention,17.5,17.82,0.9941575527191162
to,17.82,18.06,0.9952671527862549
the,18.06,18.18,0.9999533891677856
sink,18.18,18.4,0.9997926354408264
the,18.4,18.56,0.9926499724388123
sink's,18.56,18.88,0.8052074611186981
spilling,18.88,19.14,0.9292322993278503
water,19.14,19.42,0.999921441078186
onto,19.42,19.78,0.988884449005127
the,19.78,19.92,0.9953737854957581
floor,19.92,20.18,0.9445937871932983
it's,20.18,20.38,0.9652255773544312
getting,20.38,20.56,0.9996364116668701
her,20.56,20.68,0.9969611763954163
feet,20.68,20.9,0.999985933303833
wet,20.9,21.14,0.9999690055847168
the,21.14,21.48,0.637382984161377
curtains,21.48,21.84,0.9996046423912048
are,21.84,22.0,0.9999457597732544
open,22.0,22.26,0.9980766773223877
to,23.12,23.56,0.6734017133712769
allow,23.56,23.82,0.999601423740387
the,23.82,24.02,0.658896803855896
first,24.02,24.66,0.9722062945365906
year,24.66,24.82,0.9173073768615723
to,24.82,24.96,0.9462441802024841
come,24.96,25.1,0.9474272727966309
in,25.1,25.2,0.9797287583351135
there's,25.2,25.68,0.7169263809919357
two,25.68,25.94,0.9961780309677124
cups,25.94,26.72,0.9946052432060242
and,26.72,26.92,0.54997718334198
a,26.92,27.08,0.9969935417175293
dish,27.08,27.96,0.9988061189651489
on,27.96,28.16,0.8259039521217346
the,28.16,28.24,0.9999319314956665
sink,28.24,28.54,0.999796450138092
the,28.54,29.4,0.18130366504192352
faucets,29.4,29.98,0.679146021604538
are,29.98,30.1,0.9175345301628113
open,30.1,30.32,0.85401850938797
the,30.32,30.56,0.004227050580084324
cupboard,30.56,31.02,0.8374218344688416
door,31.02,31.26,0.45863839983940125
is,31.26,31.36,0.9122596383094788
open,31.36,31.56,0.9889357686042786
looks,34.52,35.0,0.2596966624259949
like,35.0,35.48,0.9945138692855835
it,35.48,35.58,0.8761709928512573
might,35.58,35.72,0.9893704652786255
be,35.72,35.88,0.9938569664955139
some,35.88,36.14,0.014265687204897404
spring,36.14,36.46,0.30149292945861816
or,36.46,36.64,0.7299188375473022
some,36.64,36.86,0.3492984175682068
rabbit,36.86,37.16,0.2919755280017853
because,37.16,37.48,0.12719407677650452
some,37.48,37.68,0.2825944423675537
of,37.68,37.78,0.15689252316951752
the,37.78,37.86,0.3369417190551758
things,37.86,38.02,0.22232449054718018
look,38.02,38.02,0.5077027678489685
like,38.02,38.04,0.9947220087051392
there's,38.04,38.28,0.592007502913475
a,38.28,38.3,0.22887958586215973
road,38.3,38.44,0.6528810262680054
on,38.44,38.64,0.9103818535804749
the,38.64,38.7,0.7470898032188416
side,38.7,38.94,0.9730957746505737
she,38.94,39.74,0.8965786099433899
has,39.74,39.98,0.9919173121452332
shoes,39.98,40.26,0.9903906583786011
on,40.26,40.46,0.9986843466758728
she,40.46,40.68,0.4707419276237488
has,40.68,40.86,0.9951441287994385
shoes,40.86,41.14,0.9941250085830688
on,41.14,41.26,0.9986178874969482
she,41.26,42.1,0.13585282862186432
has,42.1,42.26,0.9827995300292969
shoes,42.26,42.5,0.8819210529327393
on,42.5,42.78,0.9949483871459961
she,43.96,44.44,0.845003068447113
has,44.44,44.64,0.855197548866272
dress,44.64,44.84,0.21027322113513947
apricots,46.42,46.9,0.3866408516963323
shorts,48.24,48.72,0.9595305323600769
socks,50.440000000000005,50.92,0.9395244121551514
and,53.160000000000004,53.64,0.18404649198055267
the,53.64,54.12,0.1888676881790161
lid's,54.12,54.44,0.8952250182628632
up,54.44,54.6,0.9898061156272888
the,54.6,54.74,0.37836310267448425
cookie,54.74,54.96,0.7751913070678711
jar,54.96,55.3,0.49893054366111755
there's,57.96,58.44,0.8654676675796509
a,59.12,59.68,0.09846409410238266
fancy,59.68,60.14,0.9050920009613037
sink,61.14,61.7,0.227464250754565
cabinet,61.7,61.98,0.4887610077857971
over,61.98,62.26,0.9754014015197754
here,62.26,62.46,0.9759768843650818
and,62.46,63.04,0.36598753929138184
a,63.04,63.16,0.9675007462501526
fancy,63.16,63.5,0.9863215088844299
wall,63.5,63.78,0.8975130319595337
cabinet,63.78,64.12,0.9896204471588135
over,64.12,64.38,0.844348132610321
there,64.38,64.6,0.9723004698753357
that's,64.6,65.0,0.8000311255455017
about,65.0,65.1,0.6090725660324097
it,65.1,65.24,0.9963800311088562
