word,start,end,probability
oh,0.0,0.64,0.2604219615459442
my,0.64,1.16,0.5669862031936646
god,1.16,1.4,0.1975085437297821
you're,1.4,1.6,0.6083155572414398
such,1.6,1.78,0.9968501925468445
a,1.78,1.92,0.9982426166534424
mess,1.92,2.24,0.9856870770454407
so,2.24,2.46,0.4862978756427765
that,2.46,2.6,0.8302860260009766
sink,2.6,2.9,0.9877892732620239
is,2.9,3.08,0.9978266358375549
overflowing,3.08,3.54,0.6196693331003189
and,3.54,4.22,0.9529427289962769
i,4.22,4.4,0.5618246793746948
don't,4.4,4.6,0.9997031390666962
know,4.6,4.7,0.9996161460876465
why,4.7,4.94,0.99950110912323
she's,4.94,6.54,0.9977074563503265
uh,6.54,6.56,0.9843938946723938
touring,6.56,7.14,0.6657981276512146
not,7.14,7.92,0.998369038105011
even,7.92,8.18,0.9998608827590942
carrying,8.18,8.52,0.8934990763664246
she,8.52,8.9,0.7770704627037048
meaning,8.9,9.32,0.9970977306365967
that,9.32,9.6,0.6685764789581299
the,9.6,10.46,0.9938302636146545
wife,10.46,10.8,0.9922232031822205
or,10.8,10.96,0.975040853023529
mother,10.96,11.28,0.9988967180252075
while,11.28,12.44,0.8802701830863953
the,12.44,12.58,0.9994737505912781
kids,12.58,12.94,0.9985752105712891
are,12.94,13.14,0.9828330874443054
one,13.14,13.68,0.996728777885437
of,13.68,13.8,0.9993320107460022
the,13.8,13.88,0.9975119829177856
kids,13.88,14.08,0.9925784468650818
is,14.08,14.22,0.9931275844573975
falling,14.22,14.6,0.9990363121032715
off,14.6,15.32,0.9998008608818054
the,15.32,15.52,0.9996758699417114
stool,15.52,16.02,0.9994827508926392
big,16.02,17.18,0.9890590310096741
accident,17.18,17.84,0.9987956285476685
momentarily,17.84,19.32,0.8171125948429108
it's,19.32,21.18,0.998355358839035
possibly,21.18,21.98,0.803851306438446
she's,21.98,22.54,0.99978107213974
looking,22.54,22.68,0.999370276927948
out,22.68,22.96,0.999729335308075
of,22.96,23.08,0.9781243801116943
the,23.08,23.1,0.9939140677452087
window,23.1,23.36,0.995060384273529
she,23.36,23.7,0.09950558096170425
doesn't,23.7,24.3,0.8774329721927643
look,24.3,24.48,0.905924379825592
she,24.48,24.82,0.6762606501579285
looks,24.82,25.16,0.9919788837432861
unhappy,25.16,25.64,0.9894848465919495
she,25.64,25.98,0.9296536445617676
has,25.98,26.14,0.2560504078865051
a,26.14,26.5,0.9379554390907288
frown,26.5,26.96,0.9863662421703339
on,26.96,27.14,0.977088987827301
her,27.14,27.28,0.9784438610076904
face,27.28,27.6,0.9944730401039124
and,27.6,29.1,0.9119957685470581
uh,29.1,29.42,0.605942964553833
walking,29.42,30.22,0.9952510595321655
in,30.22,30.54,0.9997554421424866
the,30.54,30.68,0.9997072815895081
puddle,30.68,31.04,0.9996896982192993
of,31.04,31.28,0.9996392726898193
water,31.28,31.6,0.9991002082824707
that's,31.6,31.94,0.9992737174034119
coming,31.94,32.16,0.9998362064361572
out,32.16,32.38,0.9979518055915833
of,32.38,32.54,0.9513772130012512
the,32.54,32.58,0.9906452894210815
sink,32.58,32.9,0.9993078708648682
that's,32.9,33.22,0.9960751533508301
really,33.22,33.44,0.9993823766708374
no,33.44,34.66,0.32189908623695374
it,34.66,34.88,0.993500292301178
doesn't,34.88,35.16,0.9998444020748138
look,35.16,35.26,0.9960797429084778
like,35.26,35.44,0.9983620047569275
a,35.44,35.58,0.7898842096328735
terribly,35.58,35.96,0.9963139891624451
organized,35.96,36.5,0.9994263648986816
uh,37.50000000000001,38.120000000000005,0.786516547203064
way,38.120000000000005,38.74,0.9752901196479797
of,38.74,39.06,0.9998332262039185
life,39.06,39.56,0.9953298568725586
here,39.56,40.18,0.9996731281280518
in,40.18,40.36,0.999798595905304
this,40.36,40.52,0.9996832609176636
kitchen,40.52,40.86,0.9997534155845642
of,40.86,41.9,0.9718343615531921
course,41.9,42.12,0.9999145269393921
the,42.12,42.26,0.9174461960792542
boy,42.26,42.52,0.9809433817863464
is,42.52,42.74,0.9969068169593811
going,42.74,42.86,0.9999305009841919
to,42.86,43.08,0.9999485015869141
fall,43.08,43.32,0.9998781681060791
on,43.32,43.58,0.9999022483825684
the,43.58,43.74,0.9968405961990356
ground,43.74,44.36,0.9998593330383301
and,44.36,44.66,0.9995965361595154
