word,start,end,probability
uh,0.0,0.22,0.1638125479221344
the,0.24,0.62,0.9808728694915771
sink's,0.62,1.08,0.8920195996761322
running,1.08,1.28,0.9739102125167847
over,1.28,1.8,0.9970310926437378
water's,3.66,4.26,0.7240060120820999
going,4.26,4.34,0.7564534544944763
all,4.34,4.62,0.944458544254303
over,4.62,4.9,0.9647817015647888
the,4.9,5.08,0.9350470304489136
floor,5.08,5.46,0.984977126121521
here,6.16,6.76,0.9667770862579346
the,6.94,7.08,0.9960342049598694
boy,7.08,7.38,0.9830427765846252
the,7.52,7.7,0.9930631518363953
stepladder's,7.7,8.56,0.8215406835079193
turning,8.56,8.98,0.9878877997398376
under,8.98,9.36,0.9994717240333557
his,9.36,9.64,0.9988619089126587
legs,9.64,10.76,0.9990637898445129
and,10.96,11.3,0.9971722960472107
he's,11.3,11.54,0.9997802376747131
stealing,11.54,11.86,0.9989400506019592
cookies,11.86,12.28,0.9967159032821655
out,12.28,12.64,0.9327540397644043
of,12.64,12.7,0.9986892342567444
the,12.7,12.82,0.9793798923492432
cookie,12.82,13.02,0.9990990161895752
jar,13.02,13.34,0.9901170134544373
and,14.72,15.32,0.9966801404953003
she's,15.32,15.92,0.9953456521034241
waiting,15.92,16.74,0.6317877173423767
for,16.74,17.12,0.9997157454490662
cookies,17.12,17.5,0.9542936682701111
to,17.5,17.72,0.9772247672080994
drill,17.72,18.02,0.4575170576572418
coming,19.28,19.88,0.9881237149238586
back,19.88,20.12,0.9999407529830933
to,20.12,20.4,0.999895453453064
the,20.4,20.56,0.9998679161071777
sink,20.56,21.0,0.9986020922660828
let's,21.02,21.34,0.9193513989448547
see,21.34,21.56,0.9996601343154907
well,22.9,23.5,0.709136426448822
almost,23.66,24.24,0.7871375679969788
stepping,24.24,24.58,0.6603813767433167
in,24.58,24.94,0.9957335591316223
the,24.94,25.04,0.9999340772628784
water,25.04,25.42,0.9999282360076904
i,25.84,26.44,0.9668986797332764
said,26.44,26.7,0.8925562500953674
the,26.7,26.9,0.8488999605178833
sink,26.9,27.22,0.9996525049209595
was,27.22,28.16,0.8860688805580139
running,28.16,28.42,0.9997822642326355
over,28.42,28.82,0.9972115159034729
well,28.82,28.94,0.0034032317344099283
for,28.94,28.94,0.03653367608785629
she's,28.94,29.74,0.662614032626152
drying,29.74,30.04,0.5512068867683411
dishes,30.04,30.5,0.9847357273101807
wait,31.6,32.16,0.1288459450006485
a,32.16,32.2,0.6425569653511047
minute,32.2,32.38,0.9633611440658569
