word,start,end,probability
well,0.0,0.22,0.7841659784317017
the,0.22,0.38,0.9952036142349243
water's,0.38,0.76,0.9256260991096497
running,0.76,0.96,0.9997397065162659
over,0.96,1.36,0.9987118244171143
the,1.36,2.4,0.8904679417610168
stew,2.4,2.9,0.7188255190849304
was,2.9,3.14,0.6443544030189514
the,3.14,3.42,0.99659663438797
boy's,3.42,3.78,0.8850646317005157
going,3.78,3.86,0.5072488784790039
to,3.86,4.0,0.9984134435653687
fall,4.0,4.16,0.9990682005882263
off,4.16,4.38,0.9997610449790955
the,4.38,4.54,0.9995030164718628
stool,4.54,4.86,0.961323618888855
the,4.86,6.56,0.9936959147453308
girl,6.56,6.84,0.6538892388343811
is,6.84,6.98,0.6061367392539978
saying,6.98,7.22,0.988616406917572
give,7.22,7.46,0.9971396923065186
me,7.46,7.6,0.9997565150260925
one,7.6,7.78,0.7253984808921814
or,7.78,7.9,0.7425533533096313
i,7.9,8.06,0.615204930305481
will,8.06,8.22,0.9809901714324951
tell,8.22,8.38,0.984157383441925
and,8.38,9.34,0.998641312122345
the,9.34,9.64,0.9994838237762451
boy,9.64,10.06,0.9463126063346863
is,10.06,10.2,0.9336285591125488
taking,10.2,10.4,0.9995388984680176
the,10.4,10.58,0.9576436877250671
second,10.58,10.8,0.9903924465179443
one,10.8,10.94,0.9353147745132446
out,10.94,11.08,0.9275990128517151
of,11.08,11.16,0.9631180763244629
the,11.16,11.18,0.9999349117279053
cookie,11.18,11.42,0.9963009357452393
jar,11.42,11.68,0.9987784028053284
the,11.68,11.96,0.6047633290290833
lid's,11.96,12.18,0.6850730329751968
going,12.18,12.26,0.7039138674736023
to,12.26,12.42,0.9983854293823242
fall,12.42,12.58,0.9917494058609009
off,12.58,12.9,0.9883602857589722
mother's,12.9,14.22,0.810710608959198
drying,14.22,14.46,0.9440378546714783
the,14.46,14.7,0.9997120499610901
dishes,14.7,15.06,0.9973621964454651
the,15.06,17.34,0.9582843780517578
um,17.34,17.76,0.7881482839584351
window,17.76,19.74,0.6784449815750122
is,19.74,20.0,0.6509715914726257
open,20.0,20.36,0.9982396364212036
she's,23.180000000000003,23.66,0.9869691729545593
standing,23.66,23.9,0.996393620967865
in,23.9,24.26,0.9620370268821716
the,24.26,24.38,0.9997218251228333
water,24.38,24.7,0.9997377991676331
she's,26.82,27.3,0.5312298573553562
drawing,27.3,27.58,0.6205744743347168
the,27.58,27.84,0.21316838264465332
dishes,27.84,28.18,0.7734301686286926
wait,28.18,29.48,0.2621389329433441
we,29.48,29.68,0.9218486547470093
went,29.68,29.96,0.8377825617790222
what's,29.96,30.24,0.7088912576436996
in,30.24,30.3,0.9805251359939575
the,30.3,30.38,0.296143114566803
picture,30.38,30.62,0.9918398857116699
what's,30.62,30.9,0.9821366667747498
going,30.9,31.04,0.9960818886756897
on,31.04,31.28,0.9794620871543884
there,31.28,31.5,0.02994265966117382
this,31.5,31.72,0.470313161611557
is,31.72,31.86,0.9824392795562744
our,31.86,31.98,0.38604292273521423
own,31.98,32.26,0.1991170346736908
one,32.26,32.5,0.4211796522140503
it,32.5,32.58,0.06251712143421173
says,32.58,32.74,0.41160932183265686
hubby,32.74,33.1,0.61420539021492
action,33.1,33.34,0.4664976894855499
um,33.34,35.0,0.4694952666759491
that's,35.0,37.08,0.9822420179843903
all,37.08,37.08,0.9788228869438171
