word,start,end,probability
and,0.0,0.64,0.291313111782074
there's,0.64,1.76,0.9632316827774048
a,1.76,1.84,0.9521493315696716
kid,1.84,2.08,0.9881075024604797
stealing,2.08,2.88,0.9463092088699341
cookies,2.88,3.5,0.9761912822723389
from,3.5,3.78,0.9772725105285645
the,3.78,3.9,0.9544748067855835
cookie,3.9,4.14,0.9948298335075378
jar,4.14,4.5,0.9749758243560791
the,4.76,4.96,0.4461260735988617
stool's,4.96,5.88,0.8569605946540833
about,5.88,6.08,0.9914103150367737
to,6.08,6.3,0.9519983530044556
topple,6.3,6.78,0.9633532166481018
over,6.78,7.18,0.9989295601844788
the,7.3,8.02,0.8507468104362488
sister's,8.02,8.86,0.9158075153827667
asking,8.86,11.32,0.9850670099258423
for,11.32,11.72,0.9997097849845886
one,11.72,12.08,0.9994524121284485
the,13.64,14.36,0.8272563815116882
cookie,14.36,14.66,0.9989936947822571
jar's,14.66,15.1,0.9144414961338043
open,15.1,15.4,0.9966687560081482
of,15.44,15.58,0.9910286068916321
course,15.58,15.82,0.9997269511222839
the,15.82,16.0,0.9954824447631836
cupboard's,16.0,16.44,0.9986240565776825
open,16.44,16.7,0.9994137287139893
the,18.380000000000003,19.1,0.6726873517036438
mother's,19.1,19.5,0.9995945394039154
drying,19.5,19.78,0.9983229041099548
dishes,19.78,20.16,0.9990059733390808
the,20.34,20.52,0.9983502626419067
sink,20.52,20.78,0.9998586177825928
is,20.78,20.98,0.9861860275268555
overflowing,20.98,21.7,0.9839355945587158
there's,23.200000000000003,23.92,0.7951721549034119
some,23.92,24.12,0.999738872051239
dishes,24.12,24.98,0.9992192983627319
on,24.98,25.32,0.9996709823608398
the,25.32,25.5,0.9998675584793091
sideboard,25.5,26.28,0.9831368625164032
the,26.74,27.46,0.8257895708084106
window's,27.46,27.92,0.9845279455184937
open,27.92,28.32,0.9993916749954224
i,34.0,34.44,0.4088841676712036
don't,34.44,34.66,0.9726240932941437
know,34.66,34.78,0.9742788076400757
what,34.78,35.22,0.9596934914588928
else,35.22,35.4,0.996612012386322
you,35.4,35.58,0.9801990389823914
want,35.58,35.72,0.8890693187713623
there,35.92,36.36,0.5458235740661621
are,36.36,36.4,0.7597402930259705
curtains,36.4,36.8,0.9827930927276611
in,36.8,37.02,0.9827954173088074
the,37.02,37.12,0.9977462887763977
window,37.12,37.48,0.9832171201705933
and,37.48,37.72,0.4579313397407532
the,37.72,37.94,0.2724219113588333
