word,start,end,probability
the,1.5,2.02,0.10900755226612091
boy,2.02,2.54,0.2998637855052948
is,2.54,2.76,0.7023003101348877
getting,2.76,2.94,0.7557231783866882
reaching,3.16,3.4,0.9252631664276123
for,3.4,3.66,0.9313244819641113
cookies,3.66,4.02,0.8793609142303467
the,4.24,4.4,0.5778406262397766
stool,4.4,4.66,0.922705888748169
is,4.66,4.86,0.8859569430351257
falling,4.86,5.1,0.9867253303527832
over,5.1,5.58,0.9749450087547302
his,5.7,5.84,0.8454098701477051
sister,5.84,6.38,0.9515736699104309
is,6.38,6.58,0.9462379813194275
reaching,6.58,6.9,0.9958856701850891
for,7.640000000000001,8.16,0.7476502656936646
cookies,8.16,8.68,0.9513180255889893
the,10.9,11.42,0.6679549217224121
woman,11.42,11.94,0.9212130308151245
is,11.94,12.12,0.6607416868209839
wiping,12.12,12.34,0.9859330058097839
the,12.34,12.64,0.9500249028205872
dishes,12.64,12.98,0.9889402985572815
the,13.18,13.28,0.9483151435852051
simp,13.28,13.54,0.4748750776052475
is,13.54,13.7,0.8987645506858826
running,13.7,13.98,0.9927005171775818
over,13.98,14.4,0.9886229634284973
the,18.66,19.18,0.5757697820663452
curtains,19.18,19.46,0.35510218143463135
are,19.46,20.08,0.8948624730110168
rolling,20.08,21.0,0.5155432224273682
a,21.0,21.18,0.8333327770233154
little,21.18,21.32,0.9693732261657715
bit,21.32,21.56,0.9618389010429382
but,21.62,21.74,0.9714189767837524
not,21.74,21.9,0.9916418790817261
much,21.9,22.24,0.9729741811752319
the,24.12,24.64,0.9853848814964294
boy,24.64,24.82,0.9791751503944397
is,24.82,24.98,0.9053735136985779
stepping,24.98,25.3,0.9866594076156616
on,25.3,25.58,0.9865184426307678
one,25.58,26.14,0.9574596881866455
of,26.14,26.22,0.9946997165679932
his,26.22,26.36,0.994766354560852
own,26.36,26.6,0.9766891002655029
toes,26.6,27.02,0.9976269602775574
the,30.88,31.36,0.14558318257331848
old,31.36,31.56,0.6973974704742432
girl,31.56,31.76,0.9175006151199341
is,31.76,31.92,0.4604938328266144
telling,31.92,32.24,0.98146653175354
him,32.24,32.48,0.9235695600509644
to,32.48,32.8,0.6123680472373962
be,32.8,32.98,0.9774806499481201
quiet,32.98,33.98,0.9427856802940369
on,33.98,34.44,0.6699209213256836
the,34.44,34.6,0.41034236550331116
momentary,34.6,34.96,0.35841137170791626
feed,34.96,35.2,0.5022749900817871
that's,35.24,35.62,0.7796150147914886
about,35.62,35.9,0.993423342704773
it,35.9,36.16,0.9961625337600708
now,36.16,36.32,0.7346406579017639
