word,start,end,probability
first,4.100000000000006,4.7,0.15529680252075195
of,4.7,4.9,0.8599023818969727
all,4.9,5.1,0.9962828755378723
the,5.1,5.26,0.918196439743042
sink,5.26,5.8,0.9887118339538574
is,5.8,6.0,0.9786856174468994
overflowing,6.0,6.74,0.9494129419326782
mother,9.600000000000005,10.2,0.5854957103729248
is,10.2,10.6,0.8595721125602722
washing,10.6,11.16,0.9798938632011414
dishes,11.16,11.76,0.9770656824111938
or,11.86,12.12,0.7412183284759521
i,12.12,12.34,0.09583169966936111
don't,12.34,12.38,0.705718994140625
know,12.38,12.42,0.9863054752349854
dogs,12.42,12.82,0.39319631457328796
is,12.82,13.02,0.3385494649410248
washing,13.02,13.3,0.9902037382125854
dishes,13.3,13.76,0.9956915974617004
there,14.16,14.58,0.5680524706840515
are,14.58,14.74,0.9577586650848389
two,14.74,14.94,0.9508649110794067
children,14.94,15.54,0.9964323043823242
in,15.54,16.2,0.6076608300209045
a,16.2,16.28,0.5728446245193481
cookie,16.28,16.58,0.9537939429283142
jar,16.58,16.98,0.9918770790100098
one,17.28,17.82,0.7380347847938538
is,17.82,18.06,0.8357548713684082
on,18.06,18.22,0.9940387010574341
a,18.22,18.36,0.6421427726745605
stool,18.36,18.76,0.982163667678833
and,18.98,19.44,0.9765052795410156
the,19.44,19.62,0.9746785759925842
stool,19.62,19.88,0.994392991065979
is,19.88,20.06,0.7864894866943359
overturning,20.06,20.7,0.8646664619445801
the,21.620000000000005,22.22,0.991384744644165
little,22.22,22.46,0.9967429041862488
girl,22.46,22.86,0.9990873336791992
is,22.86,23.04,0.9975212216377258
reaching,23.04,23.34,0.9987194538116455
for,23.34,23.78,0.998699426651001
a,23.78,24.06,0.978435754776001
cookie,24.06,24.34,0.768035352230072
from,24.34,24.68,0.9479677081108093
the,24.68,24.84,0.992526650428772
little,24.84,25.04,0.9986900687217712
boy,25.04,25.4,0.9993501305580139
as,25.4,25.88,0.8431239724159241
the,25.88,26.06,0.9647944569587708
stool,26.06,27.48,0.9958146214485168
falls,27.48,29.08,0.8911094665527344
over,29.08,29.84,0.9926239252090454
there,29.84,30.88,0.2923278510570526
is,30.88,31.1,0.571681797504425
a,31.1,31.22,0.9300470948219299
window,31.22,31.58,0.9799750447273254
and,31.9,33.32,0.3282283544540405
bushes,33.32,34.8,0.8394753932952881
and,34.8,35.42,0.5584419369697571
a,35.42,35.54,0.4192163348197937
path,35.54,35.94,0.9969568252563477
outside,35.94,36.7,0.927061915397644
the,36.7,36.98,0.9151849150657654
window,36.98,37.32,0.9914878606796265
and,37.62,38.3,0.5836092233657837
a,38.3,38.4,0.8216427564620972
glimpse,38.4,38.72,0.997521698474884
of,38.72,38.92,0.9828842878341675
another,38.92,39.18,0.9849900603294373
window,39.18,39.66,0.8582202792167664
in,39.66,40.16,0.1831054836511612
another,40.16,42.0,0.9763569235801697
part,42.0,42.36,0.9920169115066528
of,42.36,42.5,0.9978379607200623
the,42.5,42.6,0.989287257194519
house,42.6,43.06,0.9961496591567993
there,43.16,43.34,0.3423595726490021
are,43.34,43.5,0.9248680472373962
curtains,43.5,43.9,0.9482188820838928
with,43.9,44.34,0.5643991231918335
tie,44.34,44.68,0.8442739248275757
backs,44.68,44.96,0.475005567073822
that,44.96,45.22,0.23016086220741272
are,45.22,45.3,0.9597203135490417
dishes,45.3,45.7,0.9767107367515564
there,47.34,48.02,0.5859980583190918
are,48.02,48.26,0.6982282996177673
dish,48.26,48.64,0.7295076251029968
towels,48.64,49.0,0.8101108074188232
there,49.64,50.32,0.7825800776481628
are,50.32,50.46,0.9232213497161865
dish,50.46,50.78,0.9817948341369629
towels,50.78,51.18,0.9943587183952332
another,56.12,56.8,0.21656660735607147
room,56.8,57.46,0.9512017369270325
there,57.58,57.88,0.19191448390483856
is,57.88,58.32,0.7592366337776184
only,58.32,58.72,0.4990682601928711
one,58.72,59.04,0.9824951887130737
dish,59.04,59.34,0.9655833840370178
towel,59.34,59.58,0.994966447353363
there,59.84,59.98,0.005719214212149382
is,59.98,60.04,0.15074948966503143
only,60.04,60.24,0.006085355766117573
one,60.24,60.82,0.36504507064819336
dish,60.82,61.26,0.0027383517008274794
towel,61.26,61.64,0.8911919593811035
two,62.58,63.3,0.8239269852638245
cups,63.3,63.74,0.9840285181999207
of,63.74,64.28,0.5601831078529358
food,64.28,64.48,0.6102626323699951
cabinets,65.36,66.08,0.8868617018063863
eight,69.08,69.8,0.21215951442718506
one,69.8,70.08,0.2566680610179901
grass,74.72,75.44,0.9442033767700195
and,75.44,75.76,0.9748766422271729
trees,75.76,76.04,0.8744009137153625
floor,78.52,79.24,0.80525341629982
outer,82.88,83.6,0.7263665497303009
study,83.6,83.86,0.6190038919448853
space,83.86,84.2,0.9872783422470093
