word,start,end,probability
well,0.5800000000000047,1.14,0.7975921034812927
for,1.3,1.78,0.9868671894073486
one,1.78,2.02,0.9358242750167847
thing,2.02,2.28,0.991963267326355
the,2.32,2.46,0.9474048018455505
boy,2.46,2.66,0.9950725436210632
is,2.66,2.92,0.9956781268119812
stealing,2.92,3.3,0.9907771348953247
cookies,3.3,3.76,0.9678995013237
and,3.98,5.24,0.9898738861083984
the,5.24,5.4,0.9906079769134521
girl,5.4,5.66,0.996206521987915
is,5.66,5.86,0.9954676628112793
asking,5.86,6.32,0.9994518160820007
for,6.32,6.66,0.9822179675102234
a,6.66,6.84,0.6895282864570618
cookie,6.84,7.22,0.9995484948158264
and,7.38,8.12,0.9964817762374878
the,8.12,8.26,0.9987479448318481
boy,8.26,8.46,0.9972301125526428
is,8.46,8.66,0.9981516003608704
standing,8.66,8.92,0.9961512684822083
on,8.92,9.36,0.9992413520812988
a,9.36,9.54,0.9969677329063416
stool,9.54,10.56,0.9987890124320984
which,10.56,10.96,0.5257476568222046
is,10.96,11.2,0.9995512366294861
tipping,11.2,11.82,0.9983078241348267
over,11.82,12.26,0.9993071556091309
and,12.42,13.76,0.998422384262085
the,13.76,13.9,0.9951346516609192
lady,13.9,14.18,0.9968631267547607
is,14.18,14.4,0.5695222616195679
drying,14.4,14.7,0.9613141417503357
a,14.7,14.94,0.9279662370681763
plate,14.94,15.44,0.9996115565299988
and,15.64,17.54,0.9942255616188049
the,17.54,17.72,0.9956088662147522
daughter,17.72,19.42,0.8556971549987793
is,19.42,19.7,0.9979538917541504
running,19.7,19.96,0.9984197616577148
in,19.96,20.28,0.9932172894477844
the,20.28,20.38,0.9984962940216064
sink,20.38,20.72,0.9970946311950684
and,20.72,21.0,0.9600557684898376
overflowing,21.0,21.84,0.9976938962936401
on,21.84,22.14,0.9983697533607483
the,22.14,22.36,0.9994331002235413
floor,22.36,23.06,0.9996628761291504
and,23.06,23.64,0.6323598623275757
did,23.64,23.9,0.38636448979377747
her,23.9,24.08,0.6294918060302734
deep,24.08,24.58,0.11430955678224564
wet,24.58,24.88,0.8480086922645569
and,25.04,26.82,0.9989651441574097
the,26.82,27.24,0.999403715133667
window,27.24,27.36,0.10198633372783661
is,27.36,27.9,0.9941956400871277
open,27.9,28.5,0.9915728569030762
and,28.74,30.86,0.67237788438797
i,30.86,33.74,0.8195781707763672
don't,33.74,35.72,0.9951381087303162
know,35.72,35.86,0.9949020147323608
if,35.86,36.0,0.6451290845870972
there's,36.0,36.26,0.9660918116569519
anything,36.26,36.46,0.9935603141784668
special,36.46,36.78,0.9804708957672119
going,36.78,37.22,0.9968241453170776
on,37.22,37.52,0.9986011385917664
outside,37.52,37.92,0.994905948638916
the,37.92,38.24,0.9082449674606323
window,38.24,38.44,0.9948039650917053
it,38.7,38.92,0.7361003756523132
seems,38.92,39.26,0.9961523413658142
to,39.26,39.44,0.9758063554763794
me,39.44,39.62,0.9471925497055054
that,39.62,39.76,0.9068519473075867
that's,39.76,42.28,0.703825831413269
essentially,42.28,43.1,0.49374639987945557
the,43.1,43.48,0.5810106992721558
things,43.48,43.84,0.7783766984939575
that,43.84,44.16,0.9863255620002747
are,44.16,44.3,0.9945473670959473
going,44.3,44.46,0.9925287961959839
on,44.46,44.82,0.9967625141143799
in,44.82,45.08,0.988203227519989
this,45.08,45.3,0.9957210421562195
picture,45.3,45.7,0.9984825253486633
and,45.8,46.02,0.20324434340000153
the,46.02,46.1,0.7912506461143494
girl,46.1,46.38,0.9807589650154114
is,46.38,46.5,0.9617601633071899
picking,46.5,46.88,0.9459173679351807
her,46.88,47.12,0.9938072562217712
nose,47.12,47.5,0.9989234805107117
the,47.68,48.46,0.5831102132797241
boy,48.46,48.7,0.9380423426628113
is,48.7,48.9,0.7946580052375793
handing,48.9,49.24,0.992293119430542
her,49.24,49.46,0.9956992864608765
a,49.46,49.58,0.9812275767326355
cookie,49.58,49.9,0.9981405735015869
and,53.7,54.7,0.011594726704061031
the,54.7,55.24,0.09166748076677322
boy,55.24,55.24,6.647409463766962e-05
really,55.24,57.34,0.32367098331451416
goes,57.34,57.58,0.493391752243042
over,57.58,57.88,0.940113365650177
all,57.88,58.54,0.866234302520752
the,58.54,58.76,0.9707409143447876
activities,58.76,59.4,0.978923499584198
i,59.4,59.9,0.8608484268188477
see,59.9,60.26,0.9928154945373535
